"","x"
"1371","KLHL8"
"1372","SRSF10"
"1373","OR2AG2"
"1374","SEMA6B"
"1375","DHRS4"
"1376","TMEM184A"
"1377","FCGR2B"
"1378","RBBP9"
"1379","SERTAD1"
"1380","TIFA"
"1381","FAM110D"
"1382","CDK2AP1"
"1383","ASPDH"
"1384","CRISPLD1"
"1385","TM9SF1"
"1386","RPL17"
"1387","AC040162.1"
"1388","KIF3A"
"1389","MICB"
"1390","PMM2"
"1391","DFFB"
"1392","PRRC2A"
"1393","CRACR2A"
"1394","PLK3"
"1395","FZD4"
"1396","AZU1"
"1397","ANKRD20A4"
"1398","LIME1"
"1399","HIST1H1T"
"1400","TNFAIP8"
"1401","TP53I11"
"1402","KRTCAP3"
"1403","EFHD1"
"1404","NEO1"
"1405","CAMK2N2"
"1406","SYNE4"
"1407","ZNF506"
"1408","HS6ST1"
"1409","TSPYL6"
"1410","CCDC144NL"
"1411","PPM1H"
"1412","DBI"
"1413","IFI30"
"1414","LENG1"
"1415","SETBP1"
"1416","IL17D"
"1417","MBOAT1"
"1418","CORO1A"
"1419","HFE"
"1420","DZIP1L"
"1421","LEKR1"
"1422","RNF122"
"1423","CCDC103"
"1424","BCL6B"
"1425","CBS"
"1426","NUDT8"
"1427","ADGRF3"
"1428","CDC42EP2"
"1429","FKBP7"
"1430","LPO"
"1431","SYT10"
"1432","FICD"
"1433","SAYSD1"
"1434","KCNQ5"
"1435","DCUN1D3"
"1436","AC004706.4"
"1437","SYCE1L"
"1438","PABPC4L"
"1439","HMGA1"
"1440","UBR4"
"1441","HNRNPF"
"1442","TMC6"
"1443","NUDC"
"1444","ANKRD11"
"1445","FAU"
"1446","TMUB1"
"1447","GRWD1"
"1448","PDAP1"
"1449","SCAF1"
"1450","PES1"
"1451","C19orf48"
"1452","MCCC2"
"1453","NSMF"
"1454","KMT2B"
"1455","PKD1"
"1456","MFSD12"
"1457","WDR4"
"1458","RBM19"
"1459","AP2S1"
"1460","C1orf122"
"1461","RPTOR"
"1462","RNF126"
"1463","IRF3"
"1464","POLR1B"
"1465","TRIB3"
"1466","TMEM161A"
"1467","C19orf53"
"1468","ZNF282"
"1469","CRLS1"
"1470","AKAP11"
"1471","PRR12"
"1472","NOP9"
"1473","RALGDS"
"1474","TRAK1"
"1475","C1orf35"
"1476","LYZ"
