"","x"
"143","COL18A1"
"144","NPTX1"
"145","PKHD1L1"
"146","ERMAP"
"147","GNG14"
"148","FGF18"
"149","SEMA3E"
"150","NEURL1"
"151","C17orf99"
"152","PIP5KL1"
"153","ENDOD1"
"154","SYNE3"
"155","SERPINI1"
"156","TRIM22"
"157","ESPN"
"158","ANGPTL4"
"159","PTPRF"
"160","AXL"
"161","CROT"
"162","ACKR4"
"163","ACKR2"
"164","ZNF540"
"165","C19orf67"
"166","PPL"
"167","AGPAT4"
"168","ALDH3A2"
"169","CP"
"170","GAL3ST1"
"171","SOD3"
"172","STARD9"
"173","ZNF486"
"174","ACSS1"
"175","CYP3A5"
"176","NYNRIN"
"177","CCDC173"
"178","Z98749.3"
"179","SYN2"
"180","PDGFD"
"181","LPA"
"182","KLRC3"
"183","IL1A"
"184","HSD17B13"
"185","FAM167B"
"186","FAM151A"
"187","ENPP1"
"188","EDN1"
"189","CRIP3"
"190","CNTD2"
"191","CD5"
"192","AC005488.1"
"193","ZSCAN1"
"194","ZBTB20"
"195","UNC45B"
"196","TPH2"
"197","SLC22A14"
"198","SLC17A3"
"199","SH3RF1"
"200","PNPLA1"
"201","NR0B2"
"202","NPIPB9"
"203","MMP16"
"204","LRRN1"
"205","GJA9"
"206","FAM205A"
"207","EXD1"
"208","CD248"
"209","ARID3C"
"210","AL110118.2"
"211","TMEM133"
"212","STXBP6"
"213","SETSIP"
"214","YPEL4"
"215","FAM222A"
"216","CDON"
"217","VIP"
"218","TBC1D3"
"219","RPRML"
"220","FAM153B"
"221","DENND2C"
"222","APOL3"
"223","LGR4"
"224","NUPR1"
"225","KRBA2"
"226","ZNF117"
"227","CPXM1"
"228","RTKN2"
"229","FAM213A"
"230","CTSW"
"231","GTF2IRD2"
"232","SYTL4"
"233","MRC2"
"234","ABHD4"
"235","TJP2"
"236","ZNF404"
"237","LTK"
"238","AC117834.1"
"239","ABCG2"
"240","ARHGAP28"
"241","SLC45A3"
"242","ITGB3"
"243","ACKR1"
"244","CITED4"
"245","HDAC11"
"246","APLF"
"247","ZNF570"
"248","FMR1NB"
"249","OR13A1"
"250","DMXL2"
"251","ST8SIA1"
"252","OR52A1"
"253","MCC"
"254","ARMCX1"
"255","NLRC5"
"256","TMC5"
"257","SHC2"
"258","CLIC2"
"259","CD163L1"
"260","RECK"
"261","ABAT"
"262","CA1"
"263","TAC3"
"264","ULBP1"
"265","ST3GAL5"
"266","CYGB"
"267","ALG1L2"
"268","C1orf53"
"269","FAM217A"
"270","LOXL4"
"271","ACP5"
"272","TCEANC"
"273","ARHGAP24"
"274","C19orf73"
"275","PLEKHA7"
"276","TUFT1"
"277","PCDHGA3"
"278","GPR146"
"279","TMEM86A"
"280","ZNF461"
"281","EPHX3"
"282","SCGN"
"283","SFRP5"
"284","TSPAN33"
"285","AC090004.1"
"286","HID1"
"287","B4GALT6"
"288","CA5B"
"289","SSX2B"
"290","FBXO32"
"291","FAM114A1"
"292","HKR1"
"293","RPH3AL"
"294","DYSF"
"295","ARMC9"
"296","OAS3"
"297","AOX1"
"298","ZNF527"
"299","MYH7B"
"300","PCDH1"
"301","GATA5"
"302","KLRG1"
"303","MARCH2"
"304","EHD3"
"305","TMEM233"
"306","SLC46A3"
"307","SEMA3F"
"308","MLXIPL"
"309","AAMDC"
"310","SLC12A7"
"311","CLK4"
"312","PIK3AP1"
"313","VWA5A"
"314","TF"
"315","CRYAB"
"316","ZNF226"
"317","NOD1"
"318","CEP162"
"319","HEPACAM2"
"320","SOHLH2"
"321","FAM102B"
"322","GNAL"
"323","PROCR"
"324","BNIP3L"
"325","RIMS3"
"326","GYPB"
"327","CMPK2"
"328","GYPA"
"329","TMEM56"
"330","SH3GL3"
"331","HBG1"
"332","RHAG"
"333","BLVRB"
"334","H3F3A"
"335","EPB41"
"336","FECH"
"337","SLC2A1"
"338","TOP2A"
"339","SLC25A37"
"340","FAM83A"
"341","OAT"
"342","PKLR"
"343","ABCB10"
"344","UBAC1"
"345","FAM210B"
"346","SORD"
"347","MAP1A"
"348","GUK1"
"349","EPOR"
"350","HBA2"
"351","TMOD1"
"352","NUSAP1"
"353","OSBP2"
"354","DHFR"
"355","UBE2H"
"356","STMN1"
"357","KIF5A"
"358","SLC30A10"
"359","SPTA1"
"360","SLC29A1"
"361","NCOA4"
"362","UROS"
"363","TMEM63B"
"364","NAP1L1"
"365","DMTN"
"366","ZNRD1"
"367","GLB1"
"368","HBG2"
"369","SLC1A4"
"370","OGT"
"371","RIPOR3"
"372","BTG1"
"373","DLGAP5"
"374","SNAP23"
"375","WNK4"
"376","CENPE"
"377","ADD2"
"378","EIF2AK1"
"379","CMAS"
"380","TESC"
"381","ALAD"
"382","ICAM4"
"383","STX3"
"384","BPGM"
"385","CTSL"
"386","AIDA"
"387","CCNDBP1"
"388","HLTF"
"389","BEST1"
"390","EZH1"
"391","TMEM14C"
"392","NPL"
"393","C21orf58"
"394","CEP192"
"395","NCOA1"
"396","KRT19"
"397","CPOX"
"398","MAN2A2"
"399","AQP3"
"400","ASAH1"
"401","MAGED2"
"402","RDX"
"403","DDAH2"
"404","CR1L"
"405","DSTYK"
"406","SCG3"
"407","MOB1B"
"408","XPR1"
"409","HMBS"
"410","TANGO2"
"411","UCP2"
"412","MALT1"
"413","HBQ1"
"414","SLC27A2"
"415","NXF2B"
"416","ITM2A"
"417","TCP11L2"
"418","CREG1"
"419","SLC44A2"
"420","KLHL32"
"421","ARHGAP19"
"422","HCN3"
"423","CDKN2C"
"424","PPP1R14C"
"425","KIF18A"
"426","ST6GALNAC1"
"427","GYPE"
"428","VBP1"
"429","ABCC5"
"430","NCAPG"
"431","BIRC2"
"432","KAT2B"
"433","TSPAN17"
"434","DSN1"
"435","CTSB"
"436","PGM3"
"437","CD93"
"438","ZBED5"
"439","ELOVL1"
"440","CTNNAL1"
"441","PITX1"
"442","SSX2IP"
"443","MYH10"
"444","REEP6"
"445","PPP1R15A"
"446","HMGB2"
"447","EXOC2"
"448","NDC80"
"449","CPQ"
"450","GAS6"
"451","TAB2"
"452","FRMD4A"
"453","PIK3C2A"
"454","ZNF451"
"455","HAT1"
"456","MYL4"
"457","PROS1"
"458","BLVRA"
"459","ATM"
"460","MAPRE3"
"461","LIPH"
"462","SCFD1"
"463","TMEM106C"
"464","FOXO3"
"465","SKA1"
"466","SLC11A2"
"467","NARF"
"468","XK"
"469","LUC7L3"
"470","MGST3"
"471","ARRDC3"
"472","ABHD5"
"473","APOL4"
"474","RSAD2"
"475","PRR29"
"476","FUNDC2"
"477","TSPAN3"
"478","TSC22D1"
"479","TAL1"
"480","RAI14"
"481","CUL5"
"482","IKZF4"
"483","OR10Z1"
"484","REV3L"
"485","RAD51AP1"
"486","FLOT2"
"487","OBSL1"
"488","KIF20A"
"489","PTTG1"
"490","TTC37"
"491","LTBP1"
"492","SMIM1"
"493","TTK"
"494","TSKU"
"495","ZNF83"
"496","UBE2L6"
"497","IQGAP2"
"498","RALGPS2"
"499","CLTCL1"
"500","B3GNT5"
"501","MEF2A"
"502","DAAM1"
"503","PAN2"
"504","MAN2A1"
"505","ANLN"
"506","SAGE1"
"507","CKAP2L"
"508","ARF4"
"509","TM7SF3"
"510","TRIB2"
"511","VRK1"
"512","MAP4K3"
"513","TGM2"
"514","ICAM2"
"515","CTNND1"
"516","THEM4"
"517","MRAP2"
"518","OPTN"
"519","ADD1"
"520","CAPZA2"
"521","KRBA1"
"522","CKAP2"
"523","TBC1D1"
"524","DOCK7"
"525","STX7"
"526","ARL6IP1"
"527","ZDHHC17"
"528","EIF4EBP2"
"529","CDK1"
"530","GCLM"
"531","ABRAXAS1"
"532","DNAJC13"
"533","RFESD"
"534","ANXA5"
"535","CASP8AP2"
"536","CCDC14"
"537","ECT2"
"538","IL6ST"
"539","FAM149B1"
"540","SH3BGRL"
"541","CCNL1"
"542","RFC4"
"543","MYO18B"
"544","KIAA1551"
"545","SLC22A5"
"546","PARP12"
"547","KIF23"
"548","EPM2AIP1"
"549","RAP1GAP"
"550","HIST1H2AG"
"551","TMEM120A"
"552","CARHSP1"
"553","GYPC"
"554","RPP25"
"555","SEPT7"
"556","PDE8A"
"557","ADD3"
"558","PRR11"
"559","RNF123"
"560","STAG3"
"561","COPS8"
"562","PPIC"
"563","TCF4"
"564","COL6A5"
"565","RAB3IP"
"566","KIF14"
"567","SPECC1"
"568","YPEL2"
"569","FAM20B"
"570","ACAT1"
"571","HSF2"
"572","CEP295"
"573","DEPDC1"
"574","PLEKHH3"
"575","ZNF655"
"576","KNL1"
"577","RNF145"
"578","SLC25A17"
"579","INTS7"
"580","C22orf39"
"581","KDELC2"
"582","NUF2"
"583","DMXL1"
"584","HEMGN"
"585","GLIPR2"
"586","LGALS8"
"587","HOMEZ"
"588","PAGE5"
"589","PLPPR2"
"590","SDCBP"
"591","ZNF512"
"592","RALA"
"593","ANAPC4"
"594","ABO"
"595","KIAA0319L"
"596","APOL1"
"597","MRPS10"
"598","KLHDC8B"
"599","ARHGEF12"
"600","KNTC1"
"601","TMEM200B"
"602","G2E3"
"603","FAM50A"
"604","ACAT2"
"605","LAPTM4B"
"606","VPS13A"
"607","APOBEC3B"
"608","RAB18"
"609","ITGB3BP"
"610","MICAL2"
"611","TSTD2"
"612","ENTPD4"
"613","ASF1B"
"614","TAF7"
"615","SMC2"
"616","PTGS1"
"617","H2AFV"
"618","VAMP7"
"619","TBC1D5"
"620","RBM20"
"621","STARD10"
"622","EIF5A2"
"623","KIAA0232"
"624","SCN9A"
"625","RHOT1"
"626","AGBL5"
"627","SH2D1A"
"628","UGCG"
"629","SC5D"
"630","TRAPPC13"
"631","LNPK"
"632","SERPINB6"
"633","HTATIP2"
"634","DNAJC9"
"635","CACFD1"
"636","NDST1"
"637","PBX2"
"638","CCDC34"
"639","NCAPG2"
"640","CEP57L1"
"641","ARHGAP26"
"642","GOLGA1"
"643","CEP68"
"644","ERV3-1"
"645","NT5DC4"
"646","HBE1"
"647","WRN"
"648","PIK3R3"
"649","RAB6A"
"650","EID1"
"651","COPB1"
"652","TSPAN32"
"653","SLC48A1"
"654","ZNF76"
"655","TRIM59"
"656","PRC1"
"657","SLC36A1"
"658","ARHGAP5"
"659","CA8"
"660","ARVCF"
"661","GCAT"
"662","TCN2"
"663","SORCS1"
"664","CDC27"
"665","ZNF273"
"666","RCBTB1"
"667","NENF"
"668","RNF217"
"669","SLC22A23"
"670","KIF4A"
"671","ANKRD33B"
"672","CEPT1"
"673","CEP152"
"674","TKFC"
"675","ACHE"
"676","TIMP1"
"677","PPME1"
"678","KCTD7"
"679","IQGAP3"
"680","LIN7C"
"681","SLFN14"
"682","STK11"
"683","TMEM74B"
"684","SCP2"
"685","CLIC4"
"686","TENM1"
"687","SLC30A9"
"688","C12orf57"
"689","RECQL"
"690","ABCC4"
"691","DHTKD1"
"692","VPS54"
"693","ASPM"
"694","MINDY4"
"695","PSME1"
"696","CTSD"
"697","GALNT6"
"698","TNXB"
"699","GOLGA4"
"700","SMARCAL1"
"701","CD59"
"702","CDKN1B"
"703","FIGNL1"
"704","PLD3"
"705","PSIP1"
"706","PNPLA8"
"707","KIF13A"
"708","E2F1"
"709","FAM118A"
"710","CST3"
"711","LRRC71"
"712","SRP14"
"713","GAB1"
"714","PHF20L1"
"715","ARRDC4"
"716","HPS1"
"717","WDHD1"
"718","PARP14"
"719","DEK"
"720","AC119673.1"
"721","ZNF300"
"722","LRRCC1"
"723","CASS4"
"724","C2orf88"
"725","DCP2"
"726","FN3K"
"727","HMMR"
"728","UGP2"
"729","NRBP2"
"730","GALNTL6"
"731","HIF1A"
"732","NAGK"
"733","LPIN2"
"734","RFX6"
"735","CDC16"
"736","SLCO1A2"
"737","GTPBP2"
"738","ACSL6"
"739","GSTK1"
"740","PDCD4"
"741","AKR1C1"
"742","SPC25"
"743","TMEM219"
"744","TDRKH"
"745","ATP6AP2"
"746","CHFR"
"747","CD226"
"748","SNX2"
"749","ATXN10"
"750","PPP2R2C"
"751","MTURN"
"752","MXRA8"
"753","PHF3"
"754","DCLRE1A"
"755","TRIM33"
"756","SVEP1"
"757","VPS37D"
"758","ASNS"
"759","PXMP4"
"760","AURKA"
"761","GGNBP2"
"762","CLCN3"
"763","ERAP1"
"764","BRPF3"
"765","ANXA4"
"766","PEX11G"
"767","MAD2L1"
"768","TIA1"
"769","ASRGL1"
"770","FTCD"
"771","HMGCL"
"772","NBAS"
"773","PEAR1"
"774","FRRS1"
"775","PMPCB"
"776","AKR1A1"
"777","SPATA9"
"778","KLHL3"
"779","MFN1"
"780","DMC1"
"781","ATP1B2"
"782","ATP2C1"
"783","OSBPL9"
"784","DHRS13"
"785","MCF2L2"
"786","KIAA1524"
"787","CENPH"
"788","GRN"
"789","SRPX2"
"790","POTEF"
"791","ARL2BP"
"792","ATP6V1B2"
"793","RACGAP1"
"794","RMI2"
"795","C2CD5"
"796","XRN1"
"797","MARCH7"
"798","REXO5"
"799","TAF9B"
"800","DENND4A"
"801","MGAT5"
"802","RPS6KC1"
"803","HMGB3"
"804","GPATCH11"
"805","NEK2"
"806","USO1"
"807","JAK2"
"808","NT5M"
"809","ERG28"
"810","CYB5R1"
"811","OFD1"
"812","PSRC1"
"813","RIT1"
"814","ENO2"
"815","NEK7"
"816","SPPL2A"
"817","SLC22A4"
"818","SUCLA2"
"819","SS18"
"820","MORC3"
"821","N4BP2L2"
"822","ACVR1"
"823","ZC3HAV1"
"824","KLF6"
"825","SCRN3"
"826","SNAPIN"
"827","B3GLCT"
"828","ASIC1"
"829","ATP8B2"
"830","CENPK"
"831","COA1"
"832","PLCXD1"
"833","RABGAP1L"
"834","CCDC32"
"835","SERF1A"
"836","MYRF"
"837","COMMD2"
"838","TP73"
"839","HS3ST3A1"
"840","WNT2B"
"841","TRPM7"
"842","CCNI2"
"843","SFXN5"
"844","GJB7"
"845","TUBA1A"
"846","RNASE1"
"847","SELENOP"
"848","ABCA8"
"849","GFPT1"
"850","ZNF431"
"851","SPATA13"
"852","LPXN"
"853","FAM72C"
"854","NEB"
"855","EXOSC9"
"856","YTHDC2"
"857","LANCL1"
"858","HLA-DMA"
"859","PEX1"
"860","SCAI"
"861","PTK2"
"862","KIF15"
"863","SENP2"
"864","USP6NL"
"865","CENPF"
"866","ATP6V1D"
"867","GIPC1"
"868","NAPEPLD"
"869","TTLL7"
"870","ASNSD1"
"871","MGAT4A"
"872","ATP2B1"
"873","ACOT8"
"874","ATP6V0E2"
"875","KIF11"
"876","MFHAS1"
"877","RRAGA"
"878","SVBP"
"879","CFH"
"880","CAV2"
"881","CCZ1B"
"882","MUC4"
"883","PKN2"
"884","ZNF219"
"885","KLF9"
"886","POLQ"
"887","PHTF1"
"888","PQLC2"
"889","SEC22C"
"890","FAM219B"
"891","PRPF39"
"892","TPGS1"
"893","NFASC"
"894","ZUFSP"
"895","ORC3"
"896","AQP1"
"897","SERINC1"
"898","WBP5"
"899","RB1CC1"
"900","ADCK5"
"901","LGI4"
"902","NFATC4"
"903","DOPEY1"
"904","PCSK6"
"905","TRA2A"
"906","ZNF260"
"907","ZDHHC13"
"908","PIAS1"
"909","SPARC"
"910","KYNU"
"911","DYNLRB1"
"912","STK17A"
"913","IPP"
"914","DERL2"
"915","VGLL4"
"916","SCMH1"
"917","PTGDR2"
"918","STAG2"
"919","CABLES2"
"920","NPDC1"
"921","APPL1"
"922","SLC7A7"
"923","IFT52"
"924","PCM1"
"925","BICD1"
"926","OIP5"
"927","AGTPBP1"
"928","NOSTRIN"
"929","TMEM205"
"930","ZCRB1"
"931","SEC62"
"932","KATNAL1"
"933","MOSPD1"
"934","TMEM87B"
"935","MAPK10"
"936","AP5M1"
"937","SMIM10"
"938","R3HDM2"
"939","UBE2Q2"
"940","LCORL"
"941","SRP54"
"942","CDC7"
"943","C7orf73"
"944","ZNF615"
"945","KATNA1"
"946","SLC5A2"
"947","TMEM126A"
"948","BCAS3"
"949","KRCC1"
"950","VANGL2"
"951","ERICH6B"
"952","HSD17B12"
"953","CENPI"
"954","CCDC167"
"955","RIMKLB"
"956","BBIP1"
"957","PYROXD1"
"958","TARBP1"
"959","SVIP"
"960","CHML"
"961","SS18L1"
"962","ITPR2"
"963","P4HA2"
"964","EIF3CL"
"965","AP3M1"
"966","CUL7"
"967","FBXO24"
"968","SESN2"
"969","NCALD"
"970","RHBDF1"
"971","GALNT7"
"972","SPA17"
"973","RALGAPA1"
"974","EFCAB7"
"975","KRIT1"
"976","TMEM9"
"977","RNF141"
"978","REV1"
"979","UBE2T"
"980","ACVR1C"
"981","AKR1C2"
"982","WASHC4"
"983","DENND1B"
"984","VPS8"
"985","GPBP1"
"986","GPD2"
"987","ACAD10"
"988","PGBD1"
"989","FEZ2"
"990","ARL5B"
"991","APEX2"
"992","SESN3"
"993","HELLS"
"994","EXOC6"
"995","CLK1"
"996","DOCK9"
"997","CCDC127"
"998","NRIP3"
"999","MAP4K5"
"1000","SEC63"
"1001","DNA2"
"1002","MED4"
"1003","EMP2"
"1004","SMIM20"
"1005","AIMP1"
"1006","MIS18BP1"
"1007","KIAA0513"
"1008","CENPM"
"1009","PHOSPHO1"
"1010","FAM214B"
"1011","SERINC2"
"1012","OAZ2"
"1013","ZFYVE19"
"1014","SDCCAG8"
"1015","ZNF708"
"1016","KCTD9"
"1017","TINAGL1"
"1018","SAMD9"
"1019","DCTN3"
"1020","CSPP1"
"1021","CCDC102A"
"1022","DCAF17"
"1023","MYLIP"
"1024","WWP1"
"1025","HBZ"
"1026","NSMCE2"
"1027","ABHD10"
"1028","TTC14"
"1029","DSC2"
"1030","SENP6"
"1031","FAN1"
"1032","NEDD4"
"1033","ZNF583"
"1034","AP1G2"
"1035","LAMB1"
"1036","TTC21B"
"1037","E2F7"
"1038","TRIM52"
"1039","CEP78"
"1040","NAV2"
"1041","DIS3"
"1042","DPY19L2"
"1043","CDCA3"
"1044","AKAP17A"
"1045","ATP8B4"
"1046","HES2"
"1047","INHA"
"1048","SH3BP5"
"1049","DPF3"
"1050","EPB41L5"
"1051","AL358113.1"
"1052","GNPTG"
"1053","ITM2B"
"1054","GSN"
"1055","CPEB3"
"1056","PBK"
"1057","STXBP5L"
"1058","DNAJB2"
"1059","MTMR10"
"1060","DSC1"
"1061","SLC25A40"
"1062","TECPR2"
"1063","SCML2"
"1064","RNF168"
"1065","C12orf4"
"1066","RPP25L"
"1067","GLCE"
"1068","CENPU"
"1069","LMOD1"
"1070","ATP11C"
"1071","TTC8"
"1072","RBP5"
"1073","MPHOSPH9"
"1074","ZNF529"
"1075","UBR1"
"1076","ZNF678"
"1077","TADA2A"
"1078","RABAC1"
"1079","MELTF"
"1080","FNDC4"
"1081","KDELR3"
"1082","TRERF1"
"1083","MFSD3"
"1084","STAM"
"1085","L3MBTL1"
"1086","CORO2A"
"1087","IQSEC3"
"1088","DDIAS"
"1089","ATG4A"
"1090","SEC14L2"
"1091","COMMD7"
"1092","VPS13C"
"1093","POLR2K"
"1094","MELK"
"1095","FEZ1"
"1096","THRB"
"1097","SYNM"
"1098","TMEM62"
"1099","CCDC73"
"1100","WDR11"
"1101","KPNA5"
"1102","WDR31"
"1103","KIAA1586"
"1104","TMPRSS9"
"1105","C11orf95"
"1106","CCDC117"
"1107","C20orf196"
"1108","SNX8"
"1109","FAM234A"
"1110","AL035406.1"
"1111","ARL6IP5"
"1112","ENOX2"
"1113","PITPNB"
"1114","PHTF2"
"1115","KIF20B"
"1116","KLRF1"
"1117","FNBP1L"
"1118","DDHD1"
"1119","RDM1"
"1120","SMC5"
"1121","PLEKHH2"
"1122","STAU2"
"1123","GATS"
"1124","UBE3B"
"1125","FHDC1"
"1126","CREBRF"
"1127","CCDC126"
"1128","METTL23"
"1129","TCAF1"
"1130","NIPSNAP2"
"1131","ADCK1"
"1132","HEXA"
"1133","MRPS6"
"1134","AKR1C3"
"1135","MAP2K4"
"1136","PTH2R"
"1137","CEP55"
"1138","UGGT2"
"1139","FSD1L"
"1140","TPCN2"
"1141","HFE2"
"1142","CGREF1"
"1143","GATA6"
"1144","SPAG4"
"1145","SHOX2"
"1146","SPAG6"
"1147","GLMN"
"1148","KIAA0895L"
"1149","TMCO6"
"1150","MIER3"
"1151","TMEM131L"
"1152","TSPAN5"
"1153","YAE1D1"
"1154","POLD3"
"1155","MED21"
"1156","JKAMP"
"1157","RAB32"
"1158","NSRP1"
"1159","GPR161"
"1160","NT5C3A"
"1161","ADAMTS13"
"1162","MZT1"
"1163","PCOLCE"
"1164","FBXO4"
"1165","NFU1"
"1166","PLLP"
"1167","BCKDHB"
"1168","MT-CO2"
"1169","PALB2"
"1170","RABL2A"
"1171","ZMYM6"
"1172","DACT3"
"1173","PPA2"
"1174","DUSP19"
"1175","YIPF5"
"1176","RBM43"
"1177","ZNF726"
"1178","RAP2A"
"1179","CDK17"
"1180","ACOX1"
"1181","MCF2"
"1182","NMI"
"1183","C1orf112"
"1184","CALCOCO1"
"1185","SLC25A24"
"1186","GGPS1"
"1187","CCDC91"
"1188","UPF3B"
"1189","MTMR3"
"1190","RTTN"
"1191","LAMC1"
"1192","LGR6"
"1193","SEC24D"
"1194","GALNT12"
"1195","ANKRD9"
"1196","MTBP"
"1197","MERTK"
"1198","HYKK"
"1199","RHOV"
"1200","DZIP3"
"1201","P4HA3"
"1202","LRRC57"
"1203","DTX3L"
"1204","RNF17"
"1205","ZNF33B"
"1206","SORBS1"
"1207","PPM1K"
"1208","NXF2"
"1209","Z82206.1"
"1210","TMEM245"
"1211","FLVCR1"
"1212","CPM"
"1213","ZNF507"
"1214","ATP8B1"
"1215","MAD1L1"
"1216","SMAP1"
"1217","SMIM24"
"1218","MRE11"
"1219","ZBTB26"
"1220","GPR89C"
"1221","ACAA2"
"1222","CCDC82"
"1223","SCG2"
"1224","PDK2"
"1225","TJP3"
"1226","PLCB1"
"1227","CAVIN4"
"1228","ZNF304"
"1229","SNX13"
"1230","ESCO2"
"1231","GXYLT1"
"1232","TEX9"
"1233","IQCB1"
"1234","ZNF600"
"1235","GALC"
"1236","CYLD"
"1237","HDHD2"
"1238","WDR60"
"1239","OXR1"
"1240","BRCC3"
"1241","AASDH"
"1242","FOCAD"
"1243","MT-ATP6"
"1244","TWSG1"
"1245","ZDHHC4"
"1246","ZNF135"
"1247","DCUN1D1"
"1248","TTBK2"
"1249","OSM"
"1250","MED31"
"1251","RTL8C"
"1252","MITD1"
"1253","FAM184A"
"1254","CUL9"
"1255","TRIM5"
"1256","AP3S2"
"1257","ALDH1A1"
"1258","RNF208"
"1259","ZNF215"
"1260","ZGRF1"
"1261","ZNF528"
"1262","KLHL22"
"1263","TMEM175"
"1264","PARVB"
"1265","GPCPD1"
"1266","ZNF616"
"1267","MTA3"
"1268","NSUN3"
"1269","CMSS1"
"1270","GTPBP6"
"1271","TMEM14A"
"1272","RNF19A"
"1273","KLK1"
"1274","ATXN3L"
"1275","HPX"
"1276","POLR2J2"
"1277","P4HA1"
"1278","TXNDC16"
"1279","OSTM1"
"1280","DSP"
"1281","ARMCX6"
"1282","ABHD3"
"1283","ZNF268"
"1284","ATP9B"
"1285","SLC15A2"
"1286","GYG2"
"1287","CD80"
"1288","RGS3"
"1289","DYRK3"
"1290","PRCP"
"1291","SLC3A1"
"1292","ZNF185"
"1293","STRADB"
"1294","SLC30A6"
"1295","PEX19"
"1296","ADPRHL1"
"1297","ARFGAP3"
"1298","LTBP3"
"1299","UFM1"
"1300","INSR"
"1301","CASD1"
"1302","RASGRP1"
"1303","DAND5"
"1304","AC018867.2"
"1305","SDHAF4"
"1306","SMC3"
"1307","COBL"
"1308","FAM173B"
"1309","WDFY3"
"1310","CDRT4"
"1311","PPARA"
"1312","GSTM3"
"1313","STOML1"
"1314","PLA2G16"
"1315","DNAJB4"
"1316","RNF215"
"1317","ZCCHC24"
"1318","ICE2"
"1319","ST7L"
"1320","PCMTD2"
"1321","BLOC1S5"
"1322","CCDC25"
"1323","AC090186.1"
"1324","AL162424.1"
"1325","PHF21A"
"1326","SLC9A3"
"1327","TRIM58"
"1328","SMIM19"
"1329","ZNF493"
"1330","ACMSD"
"1331","TMTC4"
"1332","PLS1"
"1333","DYM"
"1334","GOLGA8N"
"1335","PIMREG"
"1336","CNTNAP1"
"1337","RAB11FIP2"
"1338","IFT122"
"1339","EXO5"
"1340","COL4A5"
"1341","SUCO"
"1342","B3GAT2"
"1343","PAX6"
"1344","ACOT9"
"1345","FBXW4"
"1346","OGG1"
"1347","CSPG4"
"1348","EVI5L"
"1349","LINC01125"
"1350","SIAE"
"1351","ZNF510"
"1352","RAB4B"
"1353","SLC16A7"
"1354","SLC44A5"
"1355","CXADR"
"1356","ASGR1"
"1357","RNF146"
"1358","VAMP4"
"1359","RIBC1"
"1360","PTPRN"
"1361","C2orf82"
"1362","CCDC43"
"1363","PAQR9"
"1364","ZNF780B"
"1365","ZNF713"
"1366","AC114494.1"
"1367","CMYA5"
"1368","DYNLT3"
