"","x"
"1369","VAMP2"
"1370","KDM7A"
"1371","ARHGAP23"
"1372","LOXL3"
"1373","IL7"
"1374","CENPC"
"1375","AGAP9"
"1376","F8"
"1377","BMP1"
"1378","C10orf88"
"1379","C16orf52"
"1380","PGBD2"
"1381","KIFAP3"
"1382","CTAGE5"
"1383","CDK19"
"1384","NELFE"
"1385","TBX6"
"1386","CBY1"
"1387","YEATS4"
"1388","ING3"
"1389","PAGE2B"
"1390","ZNF30"
"1391","DDIT3"
"1392","ALDH3B1"
"1393","PHLDA1"
"1394","ICA1"
"1395","PPP2R3C"
"1396","CR1"
"1397","AMPD3"
"1398","ST3GAL3"
"1399","RNF212B"
"1400","PKDCC"
"1401","GUCA1B"
"1402","DENND4C"
"1403","CEP19"
"1404","TUSC3"
"1405","TAL2"
"1406","RINL"
"1407","IFT74"
"1408","ASB8"
"1409","SGK1"
"1410","MSANTD1"
"1411","C20orf96"
"1412","SCPEP1"
"1413","ASS1"
"1414","PRRG2"
"1415","FERMT2"
"1416","AC012651.1"
"1417","RASGRP3"
"1418","PALM3"
"1419","TGM1"
"1420","TCF19"
"1421","AKAP6"
"1422","RRAGC"
"1423","CPEB2"
"1424","LRRC2"
"1425","ARHGAP12"
"1426","TMEM253"
"1427","ZCCHC4"
"1428","FNIP2"
"1429","KNDC1"
"1430","ARHGEF39"
"1431","NAPSA"
"1432","RHBDD2"
"1433","TMEM79"
"1434","NPIPA7"
"1435","AL365205.1"
"1436","SLC23A2"
"1437","GBA"
"1438","FAM228B"
"1439","CHMP4A"
"1440","DPF1"
"1441","RNF2"
"1442","IGSF1"
"1443","NREP"
"1444","CYB5D2"
"1445","HBP1"
"1446","GDPD5"
"1447","USP6"
"1448","SCN4A"
"1449","CCDC150"
"1450","MT-ND4"
"1451","ART4"
"1452","CRTC1"
"1453","NEK5"
"1454","GALR3"
"1455","CYP20A1"
"1456","NEK1"
"1457","C20orf204"
"1458","KATNBL1"
"1459","ZNF43"
"1460","SCAPER"
"1461","ABI2"
"1462","FAM181B"
"1463","GRPR"
"1464","SETD9"
"1465","PIGF"
"1466","AP000758.1"
"1467","ZNF419"
"1468","AK9"
"1469","ABCC9"
"1470","S100A10"
"1471","TRAK2"
"1472","ZNF474"
"1473","MED12L"
"1474","RAPGEF2"
"1475","ZNF845"
"1476","TCEANC2"
"1477","PDP1"
"1478","LIPG"
"1479","EML5"
"1480","CACNA2D2"
"1481","PCNX1"
"1482","TMEM106B"
"1483","SPOPL"
"1484","AGPAT1"
"1485","NUDT14"
"1486","NLGN2"
"1487","NDRG1"
"1488","AC020915.2"
"1489","IGIP"
"1490","NUDT12"
"1491","ZNF347"
"1492","TREML2"
"1493","BCAR3"
"1494","NPC2"
"1495","ABCF1"
"1496","GPR85"
"1497","EVI5"
"1498","FHOD3"
"1499","FBXO10"
"1500","VPS50"
"1501","TCTEX1D2"
"1502","GANC"
"1503","FKBP1B"
"1504","ABCG4"
"1505","HTR4"
"1506","HPS3"
"1507","APOBEC3F"
"1508","GATA4"
"1509","PPFIBP2"
"1510","ACYP1"
"1511","DNAL4"
"1512","ALPK2"
"1513","ATP8A1"
"1514","BRINP3"
"1515","ATP8A2"
"1516","DUSP13"
"1517","PCYOX1L"
"1518","RGPD2"
"1519","SNCB"
"1520","BCL6"
"1521","KHK"
"1522","TRIM21"
"1523","LHPP"
"1524","ETAA1"
"1525","DET1"
"1526","SCAND1"
"1527","ASIC3"
"1528","BRCA2"
"1529","ZNF140"
"1530","BEND6"
"1531","ZMYND11"
"1532","CCNYL1"
"1533","LRP1"
"1534","FPR1"
"1535","TLCD2"
"1536","CFHR3"
"1537","AC023055.1"
"1538","SLC30A4"
"1539","MICU2"
"1540","R3HCC1L"
"1541","PRKACB"
"1542","TMEM117"
"1543","SDCBP2"
"1544","UMAD1"
"1545","ALOX12"
"1546","ETFRF1"
"1547","MAGEB2"
"1548","LAMTOR3"
"1549","PIGN"
"1550","CYB5R4"
"1551","PEX3"
"1552","RNF19B"
"1553","ERGIC2"
"1554","ARHGAP42"
"1555","MTSS1"
"1556","PPP1R3E"
"1557","ZBED8"
"1558","MTMR7"
"1559","CSRP3"
"1560","ADRA1D"
"1561","SFI1"
"1562","DCDC2B"
"1563","CCRL2"
"1564","MAPK7"
"1565","CD160"
"1566","GDPD1"
"1567","TMEM241"
"1568","C1GALT1C1L"
"1569","PCDH9"
"1570","ZNF138"
"1571","CBR4"
"1572","HHLA3"
"1573","BTN2A2"
"1574","NIF3L1"
"1575","APOE"
"1576","NRL"
"1577","TGIF2"
"1578","TYSND1"
"1579","PTBP2"
"1580","NEMP2"
"1581","KCNIP4"
"1582","PALM"
"1583","REPS2"
"1584","TLDC2"
"1585","AC073569.1"
"1586","SLC37A1"
"1587","ZNF654"
"1588","DHRS1"
"1589","SSH1"
"1590","IFI27L1"
"1591","RAB33B"
"1592","POU6F2"
"1593","MUC15"
"1594","SLC35A1"
"1595","CSAD"
"1596","TMEM187"
"1597","ARHGAP15"
"1598","ENTPD3"
"1599","ISX"
"1600","MGAM"
"1601","PCBP3"
"1602","C18orf54"
"1603","XG"
"1604","KIAA1109"
"1605","EMC2"
"1606","ZNF846"
"1607","PANX2"
"1608","MARCH9"
"1609","GPALPP1"
"1610","NLRP7"
"1611","PRIMPOL"
"1612","TSSK3"
"1613","SEMA3B"
"1614","HSPA13"
"1615","OR2C3"
"1616","GLRX"
"1617","CAMK1"
"1618","GPAM"
"1619","PSPH"
"1620","FAM72D"
"1621","ARNTL"
"1622","CC2D2A"
"1623","COL28A1"
"1624","NCAM2"
"1625","NUDT9"
"1626","ZSWIM6"
"1627","RAB11FIP4"
"1628","NRIP2"
"1629","MT-CO1"
