"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"EEF1AKMT1",-0.469362860681617,2.32755628411603,-9.26728266866821,0.00616979016183945,0.137887635942505,-3.95062542863618,"NOT"
"ARNT",0.209424420129128,5.90043429746534,12.9971341009796,0.00277158419770763,0.102442015922963,-3.95468098601301,"NOT"
"ZBTB17",-0.31731458809391,5.66844489562558,-12.7673295556448,0.002891608238589,0.104158495983776,-3.95475369551436,"NOT"
"RHD",1.53610345784984,5.53673875793954,12.3860040434903,0.00310754278744085,0.106475029852324,-3.96184772529978,"UP"
"LSG1",-0.315271115097027,6.74962982702606,-13.7923192627774,0.00240652866504506,0.0974807644416509,-3.9638696399329,"NOT"
"OSBP2",0.669214432175458,6.98591398881449,13.9823970811239,0.00232939457004565,0.0957360161560603,-3.96404828917219,"NOT"
"GPR161",0.671554756468788,2.03410342889294,8.89648324418513,0.00679124899971622,0.144877585690563,-3.97500913285592,"NOT"
"DES",-1.01645723082606,4.48205221631266,-11.373816681307,0.00380391355976617,0.112407178653008,-3.97559703386709,"DOWN"
"MNX1",-0.415602977950969,2.8702527379666,-9.74022311726104,0.00548744575750826,0.130644881927285,-3.97706880712232,"NOT"
"APOBEC3C",0.119561248573269,7.44683592208076,14.3895045690935,0.00217553245023528,0.0929093927794274,-3.97899348831227,"NOT"
"AC018867.2",0.249477383870337,5.08769036714267,12.0720874243856,0.0033027782908456,0.106475029852324,-3.98046043541632,"NOT"
"TTL",-0.237098980515804,6.35747413405755,-13.3505365966084,0.00260032012854748,0.100530767268614,-3.98050555957703,"NOT"
"ZNF655",0.344266321151827,6.36515351971919,13.3157244805701,0.00261651644528429,0.100600496265483,-3.98809158958557,"NOT"
"CCDC92",0.953177024134669,2.58751034439152,9.32249664244222,0.00608416653792577,0.136579048834127,-3.99437811825111,"UP"
"RDH10",-0.578486862615559,5.76859983853793,-12.6686913829884,0.00294538242261177,0.104672469156642,-4.00318933918726,"NOT"
"WNK2",-0.424808642868167,3.55154086350001,-10.3671825171567,0.00473632911346548,0.12478310422826,-4.00447847848119,"NOT"
"ETV4",-0.771546537476842,6.15638432065718,-13.0275314131676,0.00275623725435774,0.102442015922963,-4.00458283036208,"DOWN"
"EFNA1",-1.04920441551793,0.176639678342344,-7.43036728007617,0.0103454099517301,0.16877988539682,-4.00511443324909,"DOWN"
"EGFL7",-0.544771174924889,7.18010829765511,-14.0048293937558,0.00232052273858211,0.0957360161560603,-4.00842236237172,"NOT"
"ITPR2",0.39461351818538,4.456232428633,11.2751653289965,0.00388322318884533,0.11351978147886,-4.01379699949302,"NOT"
"SLC19A1",0.22200469712044,7.85263373993029,14.6127691618648,0.00209719197506173,0.0925512882524677,-4.01617311676128,"NOT"
"ID2",0.921592447085136,1.9177926836116,8.63209038467894,0.00728943886565504,0.1487443536378,-4.02600403557696,"UP"
"POLR1C",-0.233129164582005,6.46248805624268,-13.2653471013164,0.00264020775222591,0.100876672309814,-4.02738088656241,"NOT"
"COL18A1",1.08277560379573,7.98138200740635,14.595993418927,0.0021029386752032,0.0925512882524677,-4.03289427441164,"UP"
"TPM4",0.086978813614639,6.66445379171115,13.4307249362775,0.00256354710283939,0.100431700782972,-4.03351928653561,"NOT"
"ABCC10",-0.251825799940824,5.89037047723967,-12.6550864466362,0.0029529099048347,0.104672469156642,-4.04277698266611,"NOT"
"SPEN",-0.22153907021546,8.16400549223682,-14.7868380443523,0.00203885063777908,0.0910310723916365,-4.04592908074623,"NOT"
"DHCR7",-0.230920278549703,8.03567576108284,-14.6288523182035,0.00209170333335082,0.0925512882524677,-4.05378705902308,"NOT"
"RALA",0.38614136383964,5.51568190072646,12.2206987603615,0.0032082577701593,0.106475029852324,-4.05667407686706,"NOT"
"PLEC",-0.505330178935594,9.38892756772905,-16.0016078683623,0.001689014569509,0.0813508425471626,-4.05713867449687,"NOT"
"ACAT1",0.351004006961389,6.09439575848798,12.7819149945959,0.00288377458044303,0.104109937044581,-4.05803612848342,"NOT"
"TMEM158",-0.729576189587268,3.15548743739784,-9.7598563598549,0.00546146202113479,0.130435224909492,-4.0598109280602,"NOT"
"FBXO11",0.210736692242639,6.03045410428473,12.7192741953661,0.00291763172303834,0.104583882420314,-4.06034942431355,"NOT"
"NPTX1",2.70175843172951,-2.78787984257788,6.11818366762129,0.0162027164052127,0.197920270443283,-4.06104468521052,"UP"
"CARD11",-0.190440716888727,3.89730226691917,-10.5542460689381,0.00454035519286856,0.123516791147644,-4.06156876559255,"NOT"
"PKHD1L1",1.95605556164266,0.0324558942737558,7.17084027420984,0.0112359135001382,0.172961075779015,-4.06297499102288,"UP"
"NR2F6",-0.439640125439833,6.43098222974464,-13.0814037300059,0.0027293315551794,0.102309284177437,-4.06485508156241,"NOT"
"COL1A2",-1.92211466897197,-1.22253513432318,-6.60067799126968,0.0136090306996105,0.184674891836192,-4.06873215644922,"DOWN"
"CTCFL",0.120234910951191,7.43806299868557,13.9670758577089,0.00233548156653262,0.0957360161560603,-4.07723312807124,"NOT"
"CC2D2B",-0.995624421964559,1.53602316343128,-8.19464769711088,0.0082335021940682,0.155773504507823,-4.07793429178652,"DOWN"
"EPOP",-0.585147308949345,3.90338605835457,-10.4746149632554,0.00462235565915122,0.123666399850628,-4.08192666746299,"NOT"
"LRFN4",-0.440752612665497,6.16099761499231,-12.7457370232017,0.00290326057068004,0.104253917396608,-4.08561597373116,"NOT"
"GTF2H1",-0.149736517381472,6.26371280801665,-12.8500410667049,0.00284757879994537,0.103544122093149,-4.08607962544792,"NOT"
"MEF2C",-0.499298207101407,6.30819506262882,-12.870339901404,0.00283691793465695,0.103529549438177,-4.0886526498458,"NOT"
"ADD2",0.538607903951041,7.18562015525174,13.6482374126181,0.00246742195857915,0.0986040446457145,-4.09353660241358,"NOT"
"SARS",0.168714130093895,7.93241933917026,14.3554166817784,0.00218785576943173,0.0929093927794274,-4.09390602612605,"NOT"
"NCS1",-0.558733513504206,4.86819045058182,-11.4304603530616,0.003759404669207,0.111764863728245,-4.09519119372514,"NOT"
"SEPT9",-0.288104891210069,8.05045147721949,-14.44151630266,0.00215691751712067,0.0929093927794274,-4.10016062897963,"NOT"
"METRN",-0.667048126930091,5.18204924940484,-11.722258561377,0.00354136925725859,0.109278857768709,-4.10044042044603,"NOT"
"ACP2",0.202840147539521,4.62205096068414,11.1464071614956,0.00399028856110301,0.11525688193761,-4.10817696586722,"NOT"
"CKMT1A",-1.55056102428696,0.2625913814375,-7.21302343859551,0.0110840391817537,0.172606785903442,-4.114005257029,"DOWN"
"EXOC2",0.41787531365331,6.42379500594027,12.8739944825749,0.00283500454995887,0.103529549438177,-4.11413916339263,"NOT"
"ERMAP",0.829716412372619,7.40794602034574,13.6953549822452,0.0024472716136395,0.0979928341961484,-4.12578771115001,"UP"
"GNG14",1.73400478647187,-0.919203437496404,6.60172937729736,0.0136040343070484,0.184674891836192,-4.12739267969427,"UP"
"FGF18",1.29828614633261,-1.90438106212288,6.24817808234867,0.0154402389603044,0.195903727221756,-4.12834735023547,"UP"
"SEMA3E",1.29706954908626,-1.90438106212288,6.2423230431717,0.0154734919573598,0.195903727221756,-4.13134433771755,"UP"
"NEURL1",1.29706954908626,-1.90438106212288,6.2423230431717,0.0154734919573598,0.195903727221756,-4.13134433771755,"UP"
"FABP5",-0.814465583744235,3.9232970622694,-10.2965968387744,0.00481337866279599,0.124857062717077,-4.13769152873542,"DOWN"
"C17orf99",0.812379011236474,4.4309007525463,10.7873487206487,0.00431177942975207,0.120617019440263,-4.13796273702561,"UP"
"ZNF567",0.22669101132454,2.79675066411945,9.20018409541973,0.00627614386080693,0.139032776350104,-4.14045489792085,"NOT"
"SMIM29",-0.225629995420174,3.95128844127518,-10.3542331357672,0.00475033352379709,0.124826146931965,-4.14244092281722,"NOT"
"TRDN",-0.820865358335696,-1.03837271466531,-6.54888980548769,0.013858349934502,0.185562508491058,-4.15076338380111,"DOWN"
"DIAPH1",-0.358096376002257,9.52921949144319,-15.717664143906,0.00176271098272177,0.0831151176222153,-4.1529307379602,"NOT"
"EXOSC3",-0.23807345043085,5.93852907735061,-12.288384660744,0.0031664700349354,0.106475029852324,-4.15372763280778,"NOT"
"RASA3",-0.416466046354975,5.54844496202576,-11.9049053282354,0.00341387452962017,0.108130430727022,-4.15593241397317,"NOT"
"PIP5KL1",1.05211139669315,-0.101647240367591,6.93363430593771,0.0121466981138773,0.177350121493174,-4.16142560188551,"UP"
"CAVIN2",-1.30098779157767,5.9875826055256,-12.1782783746519,0.00323484477796917,0.106475029852324,-4.16764500132775,"DOWN"
"SENP7",0.16999857183905,4.09684278464538,10.414018618771,0.00468615999246332,0.123666399850628,-4.16861961668992,"NOT"
"MYB",-0.802088730065787,6.71742288101589,-12.9130792306934,0.00281465485467784,0.103277362949552,-4.16979581399241,"DOWN"
"R3HDM2",0.617128974158181,3.31193638437442,9.56388407720877,0.00572882417929036,0.133195162168501,-4.17868520332561,"NOT"
"GBGT1",-0.442101041041387,3.154851595071,-9.44012831703266,0.00590724157233345,0.135163313119344,-4.17976814098522,"NOT"
"UBQLN2",-0.0433598479213728,5.25763678091571,-11.5355413299051,0.00367875935826022,0.111574550312192,-4.18380795822642,"NOT"
"DMAC1",-0.252596633342431,5.55122325342101,-11.8107015792963,0.00347880877934148,0.10846397904461,-4.18498521528543,"NOT"
"TRAM2",-0.460817113321546,5.81489634897393,-12.0498674727871,0.00331724734601204,0.106520129519426,-4.18510206598127,"NOT"
"ZMIZ1",-0.449791983564273,5.93569834990565,-12.1623464812988,0.00324491042947399,0.106475029852324,-4.1854671740431,"NOT"
"FBXO42",0.165144703481652,5.11175517744077,11.3733587003133,0.00380427644913555,0.112407178653008,-4.18805304043314,"NOT"
"CMTM4",-0.692509635652601,5.2396333598226,-11.4526039166836,0.00374220451135015,0.111718090596978,-4.19360237404003,"NOT"
"ENDOD1",0.859677396355035,5.52142292083905,11.6748300403966,0.00357557321457318,0.109997931468447,-4.19531061393873,"UP"
"ANKRD27",0.133129786121217,6.58926428034517,12.7069913889946,0.00292433627086035,0.104638351564242,-4.20134385069223,"NOT"
"RFC4",0.358160607262947,6.72603977982577,12.7961351326231,0.00287616592817371,0.104021334402282,-4.2075294496885,"NOT"
"INO80D",-0.29868240444116,4.31023098282636,-10.5079408181082,0.0045877863202985,0.123637581092419,-4.20760770296948,"NOT"
"TPST2",-0.365882444858312,7.09041445975379,-13.1251757792865,0.00270774250268985,0.102184032020728,-4.20794676955661,"NOT"
"VASP",-0.490276113890602,7.66297037468774,-13.6179114051502,0.00248051532513756,0.0987362520248543,-4.21064954288534,"NOT"
"PTGDR2",0.687692702193615,3.13118711380086,9.27437471629373,0.00615869754226354,0.137792322727739,-4.21479422072228,"NOT"
"NQO1",-0.546161687678432,6.03859625962301,-12.1351811651283,0.00326217545733456,0.106475029852324,-4.21753974059477,"NOT"
"PABPN1L",-0.922346079306189,0.0745208390243667,-6.90677741246764,0.0122562686451217,0.177446775492864,-4.2187490865878,"DOWN"
"USP20",-0.311835562914041,8.98727516645887,-14.8184163647627,0.00202851304952688,0.0907703367017783,-4.2223021690837,"NOT"
"NAV1",-1.57066721522967,3.97648578971791,-9.93137927303979,0.00524165389712361,0.128825054068612,-4.22891469437451,"DOWN"
"SPRY4",-1.15898956661958,4.55105729342089,-10.5765187550449,0.00451778686537775,0.123207373959714,-4.23133624695389,"DOWN"
"GRWD1",-0.228124145396908,7.52673602234712,-13.4025393956559,0.00257638834862953,0.100431700782972,-4.23584278834415,"NOT"
"PIAS1",0.267467916199851,5.75775891534285,11.8152131654466,0.00347565940740648,0.10846397904461,-4.23631373018351,"NOT"
"PLCL1",-0.75671252960109,3.42839609356875,-9.49240565648778,0.00583093289940281,0.134776672877893,-4.24449180130133,"NOT"
"ARHGEF6",-0.564309149277783,2.79463064104686,-8.90187137864872,0.00678160060109141,0.144877585690563,-4.24451569991199,"NOT"
"SORD",0.731673854709595,6.98199449107182,12.8171430739805,0.00286497713732956,0.103802699476567,-4.25395070713727,"NOT"
"PAN2",0.416680377131791,5.66647869286764,11.6457973687301,0.0035967409778629,0.110154432099367,-4.25764063045854,"NOT"
"MRPL41",-0.432172315959792,7.24799718990539,-13.0546530550194,0.00274264519795814,0.102309284177437,-4.26085192562244,"NOT"
"SYNE3",0.778706606642283,3.33951579900966,9.33317018248913,0.00606780754218497,0.136530112085657,-4.26092103009659,"UP"
"TMEM91",0.28778188707734,2.26348805328976,8.37263358784041,0.00782976292931966,0.151789092868972,-4.26347067765735,"NOT"
"POLI",0.386323105692564,2.40059945617241,8.48595417023831,0.00758707362227745,0.149672270548564,-4.26454763324421,"NOT"
"NCAPH",0.149738366577919,6.569778062227,12.4447785580816,0.00307280796183096,0.106269672591713,-4.26645641227438,"NOT"
"ZNF676",-2.02690194389316,-1.16700233975208,-6.21831701417799,0.0156108823253072,0.196455356741419,-4.26775172390973,"DOWN"
"GJD3",-0.856288024289279,3.43220320567893,-9.4088198482998,0.00595361668419801,0.135456525708907,-4.27099034361644,"DOWN"
"AP2A1",0.119666525606702,8.8627319527644,14.4823033339663,0.0021424768991882,0.0929093927794274,-4.27103602850389,"NOT"
"KCMF1",0.152743297669477,5.93374646553339,11.8553462786512,0.00344782015267719,0.108212221619251,-4.2719121480912,"NOT"
"REXO4",-0.347980436373132,6.79972928121997,-12.6108762859116,0.00297755929370577,0.105236644669485,-4.27572953635041,"NOT"
"NBPF3",0.437263396876369,1.5332515758785,7.73738034764097,0.00941475896422148,0.163695760862649,-4.27655442641466,"NOT"
"H2AFV",0.329052390828456,7.25181095348228,12.9862564401718,0.00277710540269196,0.102458435341365,-4.27849273981817,"NOT"
"SERPINI1",1.04586592086037,2.98047863705629,8.8919188351198,0.00679943748606648,0.144899100217854,-4.28110978730297,"UP"
"SCD",-0.337529842072286,8.89256598895458,-14.4489579244936,0.00215427258426169,0.0929093927794274,-4.2854338600007,"NOT"
"FAM43A",-1.89723385887776,1.68812051534853,-7.67649013528706,0.00958971867572813,0.16413060698535,-4.2879555217681,"DOWN"
"ZNF528",0.671998868564205,1.59136647968876,7.73077002580061,0.00943353500239139,0.163695760862649,-4.29148057748972,"NOT"
"ISX",0.683295043951443,0.745574850314672,7.13402649157409,0.0113708500008643,0.173530793062559,-4.29342078822966,"NOT"
"TMED1",-0.129650786683242,5.62994350359138,-11.506814843714,0.0037005615174023,0.111718090596978,-4.29363303535682,"NOT"
"ZFAND5",0.192221316646003,6.13198639972212,11.9541266383928,0.003380625060146,0.107490009041402,-4.2940677028059,"NOT"
"TRIM22",1.93518295661752,-1.19607978062148,6.1527760706015,0.0159947708056359,0.197184159821953,-4.29427073650975,"UP"
"ARHGAP25",-0.732162213712945,4.43550705859668,-10.3259725364047,0.00478109989277119,0.124857062717077,-4.29530439340831,"NOT"
"PIK3R3",0.668948755628277,3.88530810989967,9.77090282983733,0.0054469186121243,0.130242019563129,-4.29800103253388,"NOT"
"HBG2",0.532295798958643,10.8250171437732,16.6583326673505,0.0015344362874095,0.0776101722210806,-4.2985491668162,"NOT"
"DMTN",0.63959716272739,6.1369709217519,11.894269232901,0.00342111989195052,0.108130430727022,-4.30328749784853,"NOT"
"ESPN",1.71317088062058,4.79359453824803,10.4165150537687,0.00468350695914144,0.123666399850628,-4.30343414708698,"UP"
"MALT1",0.687800039948154,4.84809301180449,10.6865797707615,0.00440855394059917,0.121861928574847,-4.30353064482198,"NOT"
"ZBTB45",-0.387848029709495,4.56106551437912,-10.4415292575578,0.00465704010796512,0.123666399850628,-4.3067248977148,"NOT"
"ANGPTL4",1.95814232211044,-1.18479401526886,6.12926201408225,0.0161357122849225,0.19759393787744,-4.30802053326179,"UP"
"TUFM",-0.386222526118473,8.95763891362738,-14.402833863819,0.00217074035324863,0.0929093927794274,-4.31083296407955,"NOT"
"NMB",-1.25874062846064,-1.00104875143133,-6.23072152779028,0.0155396774992167,0.196126473803435,-4.31120378527283,"DOWN"
"CAB39L",-0.193213863948979,3.27585753724395,-9.1938951372294,0.00628624400090836,0.139103826954311,-4.31292537696124,"NOT"
"CBFA2T3",-0.664576273990319,7.7629249968894,-13.2849660017733,0.00263094557575588,0.100749739401005,-4.31376948521076,"NOT"
"PNKD",-0.632974315677044,5.99817819798449,-11.7432566627939,0.00352637338520974,0.109146056129622,-4.31539686101517,"NOT"
"CORO1C",0.170910456366059,8.52109699163151,13.9599556652974,0.00233831800756126,0.0957360161560603,-4.31774235728895,"NOT"
"PRMT6",-0.177392768727856,6.57759027618161,-12.2323361860286,0.00320101791373148,0.106475029852324,-4.32687976434282,"NOT"
"BEGAIN",-0.774278794754183,1.33489881638924,-7.46270082185072,0.0102414684625292,0.168035020359595,-4.32785967381081,"DOWN"
"MAGEC2",0.240311555752151,6.81889094450351,12.4300572989185,0.0030814563667953,0.106269672591713,-4.32788698879158,"NOT"
"DMTF1",0.180348527352788,6.12604702002129,11.8091047677904,0.00347992441914086,0.10846397904461,-4.33354257734657,"NOT"
"JKAMP",0.342067176894153,4.41182622783486,10.2017127768104,0.00491976241609905,0.125914644815535,-4.3343753037114,"NOT"
"ADCY7",-0.312218212169923,7.60237619223578,-13.0708123910279,0.00273459186471842,0.102309284177437,-4.33628619631146,"NOT"
"PPP4R3B",0.128887458377782,6.98575011087063,12.5348089386217,0.00302065518076571,0.105466855022548,-4.33895534980461,"NOT"
"ZNF589",-0.308896713257241,4.88372314369327,-10.6504674265704,0.00444398030202486,0.122019002007025,-4.34070327368255,"NOT"
"C19orf44",-0.286382383673132,6.18336357987749,-11.8238681466039,0.00346962893310224,0.10846397904461,-4.34436057214288,"NOT"
"BCKDHB",0.513746621127937,3.36985546795835,9.16393330944817,0.00633467845020004,0.13953876643629,-4.34436464324091,"NOT"
"RSAD1",-0.259552676813798,5.79637533818863,-11.4571876916557,0.00373865790345387,0.111718090596978,-4.3512192844639,"NOT"
"SSU72",-0.136029411750648,7.81640325821108,-13.1947111326897,0.00267393926034333,0.101433774836445,-4.35243111083136,"NOT"
"RHAG",0.617398087387691,8.90105442402186,14.1532415322529,0.00226301165542108,0.0941646148825831,-4.35249649784473,"NOT"
"RLF",-0.149850852591833,5.82305555231215,-11.4659904099059,0.00373186024997732,0.111718090596978,-4.3560853959949,"NOT"
"UAP1",-0.435413297568778,7.77828364178365,-13.1245088708232,0.00270806962081448,0.102184032020728,-4.36046740298507,"NOT"
"SERGEF",-0.343502298805541,2.76631441308716,-8.57276106600522,0.00740826017863083,0.14910373295956,-4.36382126232897,"NOT"
"XK",0.39730149938466,7.17790710772152,12.5788552373915,0.00299559434563488,0.105276476419765,-4.36790038676467,"NOT"
"PTPRF",0.841227647740983,5.28768122312591,10.865858322288,0.00423844472446701,0.120134905877063,-4.37009043216807,"UP"
"SLC25A1",-0.23883644894932,8.54666747768937,-13.7560754429734,0.00242164488350924,0.0975473361159682,-4.37340988806702,"NOT"
"SLC7A5",-0.397188314222401,8.29855114664182,-13.5163404586078,0.00252509055501786,0.0997704160138593,-4.3767958685708,"NOT"
"HDGFL3",0.217694496917647,5.90818782735472,11.4560814729339,0.00373951338485058,0.111718090596978,-4.37919198629481,"NOT"
"NNMT",-0.780986995749465,4.27240187321055,-9.86581398175723,0.00532417949482407,0.129397285492868,-4.39329312244846,"DOWN"
"MEN1",-0.144790538439914,6.6851811253507,-12.081856619475,0.00329644501610251,0.106475029852324,-4.39372170308938,"NOT"
"AXL",2.08024844273044,1.12494674248783,7.00309129100732,0.011869613706943,0.176027939299115,-4.39477816362824,"UP"
"PFKP",-0.102446261176056,6.81342939857511,-12.1736824977134,0.00323774389223887,0.106475029852324,-4.39816608760037,"NOT"
"HLTF",0.513728987334511,6.47639740176023,11.8657517890552,0.00344065350018423,0.108155495774483,-4.39826032033845,"NOT"
"CCDC126",0.721077001889178,1.81721612180243,7.63962831508168,0.00969786010215625,0.164881168593712,-4.40192920415109,"NOT"
"CROT",0.98601414124653,1.78284451246465,7.57251688505727,0.00989918306271789,0.166618359790417,-4.40769728690402,"UP"
"MAP1A",0.729743169265382,6.62022330391405,11.9301539673884,0.00339676148709045,0.107783087375743,-4.40928043585599,"NOT"
"SLC2A1",0.543085204980292,8.75683280714524,13.7722939032465,0.00241486412000482,0.0974807644416509,-4.41236197288504,"NOT"
"NOP14",-0.173477250887679,7.76759649445668,-12.9150873900224,0.00281361487075552,0.103277362949552,-4.41345039814301,"NOT"
"PSMC2",0.251974563826748,7.59749015944438,12.7602116945728,0.00289544206168665,0.104158495983776,-4.41501964478403,"NOT"
"DERL2",0.360619486092699,4.79768638485779,10.3209717340389,0.00478657331846626,0.124857062717077,-4.41514286459525,"NOT"
"HIRA",-0.194653168937695,5.87105724400674,-11.2792472981525,0.00387989550223526,0.11351978147886,-4.42319485222924,"NOT"
"SNAP23",0.546269174954073,7.07185503772162,12.2712232576895,0.00317699208373227,0.106475029852324,-4.42445274068143,"NOT"
"HYAL3",-0.544581770938128,3.41062032462382,-8.99520575505531,0.0066174847073759,0.143291264892224,-4.42458083205604,"NOT"
"UBE2H",0.741673386666251,5.78857274161206,11.1442712677161,0.00399209952303601,0.11525688193761,-4.42793094785543,"NOT"
"CHRNB1",-1.10359917483609,2.14323184490539,-7.80416565907365,0.00922796900105076,0.162220942866033,-4.43029182661329,"DOWN"
"LRRC4B",-0.532347565671167,1.37767043113933,-7.26692700187604,0.0108941229033707,0.172299603693514,-4.43346740140933,"NOT"
"PSMF1",0.244412385553193,7.4361304108873,12.549424449351,0.0030123067633305,0.105466855022548,-4.435189799382,"NOT"
"FBXO41",-1.00136510369961,4.54388913365308,-9.96067172732999,0.00520536570106361,0.128431411752389,-4.43755063404043,"DOWN"
"URB1",-0.326362471704048,7.98539067181299,-13.0036056079825,0.00276830678566529,0.102442015922963,-4.43796092319847,"NOT"
"CNOT10",0.260433148014594,7.16344540694443,12.2954391913945,0.00316215899985707,0.106475029852324,-4.44266500057677,"NOT"
"ZNF324",-0.44941295073991,4.33516059697461,-9.79961823638686,0.00540936708755957,0.129805513904922,-4.44508865345738,"NOT"
"TMEM246",-1.75994319800704,-1.66583369262285,-5.72316608247189,0.0188696923610423,0.212783231125021,-4.44511370191269,"DOWN"
"AHDC1",-0.464336203261412,6.25228542630006,-11.5238137704472,0.00368763812785453,0.111574550312192,-4.44541455194376,"NOT"
"ACKR4",0.786194024112062,0.290336697608925,6.5356372121188,0.0139231764107826,0.185958718164132,-4.4492536466912,"UP"
"ZNF688",-0.355533074372484,2.3703415409845,-8.00574241961419,0.00869474722896728,0.157657644055447,-4.44948694192929,"NOT"
"RIT1",0.510110382174531,4.14186523729974,9.58292176251235,0.00570205314434206,0.133032525440424,-4.45185180240926,"NOT"
"ORAOV1",-0.542801933513777,5.13495724523633,-10.5160165276278,0.00457946414371869,0.123637581092419,-4.45246183959145,"NOT"
"DNAL4",0.464793846903244,2.60071971611682,8.15910223035002,0.00831762301171184,0.156262581866756,-4.46131305222921,"NOT"
"PTPN7",-1.40693532571201,5.22030957732417,-10.4331326939607,0.00466590073202951,0.123666399850628,-4.46529295647729,"DOWN"
"SOD1",0.0814233077436786,8.52541994323914,13.3608744268666,0.00259553771944604,0.100530767268614,-4.46648604387642,"NOT"
"KIF23",0.368959594679573,6.05905312719202,11.2816212321067,0.00387796208232441,0.11351978147886,-4.46670555404342,"NOT"
"EPPK1",-0.528143831842779,5.2952760860771,-10.6113961973656,0.00448276290340853,0.122583520533452,-4.46819379818157,"NOT"
"PMPCB",0.279977474107353,6.644740051793,11.7598865734516,0.00351456055656326,0.10903836201384,-4.47228167397774,"NOT"
"NRBP2",0.416660298094787,4.86381717462824,10.1948221523269,0.00492761674989192,0.125914644815535,-4.47436445807174,"NOT"
"RALGPS1",0.359176927704247,1.70296398133696,7.40309450224539,0.0104342366222986,0.16936401993109,-4.47689017077577,"NOT"
"CCDC124",-0.368340881264468,7.00365941239176,-12.0299067292362,0.00333032163444229,0.106520129519426,-4.48025848527763,"NOT"
"PSMA4",0.23238013768402,7.76176124703776,12.6487773924216,0.00295640986171578,0.104672469156642,-4.48086844553756,"NOT"
"CUL5",0.389328454348506,6.32581947156906,11.4566416336072,0.00373908015660237,0.111718090596978,-4.48134772276467,"NOT"
"HMGB2",0.385786008976473,8.11493556606918,12.9381725799027,0.00280169839144404,0.103177144594402,-4.48140875891621,"NOT"
"MILR1",-2.14742346730269,-1.48835755029356,-5.69518551393115,0.0190812430289392,0.213576575467012,-4.48445210406558,"DOWN"
"ZNF606",0.407155386290116,1.18999169840906,7.02062774742355,0.0118010569790291,0.175796825438924,-4.4857037993484,"NOT"
"ID1",-0.335487775158371,5.73399962384785,-10.9297965365907,0.00418001344128154,0.118645360419835,-4.49160078236385,"NOT"
"C1orf159",-0.346584709817851,5.91405495157019,-11.0751945511294,0.00405129797609934,0.116300489979603,-4.49414322518063,"NOT"
"ACKR2",1.27552305578179,2.17060522527722,7.62106751251546,0.00975296037173166,0.165259860001609,-4.49693000723991,"UP"
"ZNF540",1.66951263036998,-1.34136599116405,5.73264460720988,0.0187987697680211,0.212417677877063,-4.4978866880998,"UP"
"C16orf45",-0.482097196213941,1.69480178554652,-7.33884089045852,0.0106477814133426,0.170480926624704,-4.50374995592307,"NOT"
"BLOC1S5",0.278250249328294,4.61606482599534,9.87504681020209,0.00531244812838267,0.129397285492868,-4.50806473009991,"NOT"
"MT1X",-1.68779011276676,-1.34136599116405,-5.72128129707214,0.0188838395988758,0.212783231125021,-4.50843964696095,"DOWN"
"KISS1R",-1.21028566851023,4.99308093692052,-10.1201906482615,0.00501382946186914,0.12695620121704,-4.51010535047386,"DOWN"
"GPER1",-1.68569467815501,-1.34136599116405,-5.71417817994711,0.0189372887392949,0.213028664463606,-4.51237022205439,"DOWN"
"MRPL44",-0.108829842139572,4.80575161369986,-10.0472099244211,0.00510020436254481,0.127859905888841,-4.51266912243347,"NOT"
"RNF38",0.118768584684029,4.19293189945964,9.46657278859611,0.0058684663175469,0.134776672877893,-4.51680378868842,"NOT"
"JAG2",-0.701078380270845,6.50286560841766,-11.4735471555097,0.00372603866060346,0.111718090596978,-4.51681348357902,"NOT"
"C19orf67",1.40398389771241,-0.836205604056802,5.88315079569768,0.0177207218875687,0.206801134993599,-4.52004013606874,"UP"
"PRR29",0.494213834736275,5.27487597035794,10.4168650189724,0.00468313521020364,0.123666399850628,-4.52044569432115,"NOT"
"PPL",1.40291646511085,-0.836205604056802,5.87867790468414,0.0177515016735188,0.206801134993599,-4.52245625450192,"UP"
"AGPAT4",0.831592287041482,4.84837443503995,9.98097435447262,0.00518042161128723,0.128431411752389,-4.52397814861863,"UP"
"ALDH3A2",3.16158033141504,-2.5566360095662,5.32570032397434,0.0222132477306441,0.229670847671937,-4.52533883687773,"UP"
"RNASEH2A",0.178850812297815,6.86675226692601,11.7559292549372,0.0035173665165755,0.10903836201384,-4.52613206901984,"NOT"
"CP",0.825334283504851,1.56239054382931,7.15107176435754,0.0113080918963333,0.173271209874986,-4.5310542039404,"UP"
"SCARB1",-0.422950345326655,7.25522173493911,-12.0450136245983,0.00332041994423306,0.106520129519426,-4.53234999007417,"NOT"
"SLC39A11",-0.45268738688417,4.06031566864533,-9.29405471828187,0.00612806280469096,0.137259084862895,-4.53304628699726,"NOT"
"TACO1",-0.281322290712579,5.75463316399224,-10.8081480082745,0.004292178021922,0.120617019440263,-4.53475119094257,"NOT"
"ANKRD52",-0.76265518678303,6.82369527316545,-11.6453952982062,0.00359703536759738,0.110154432099367,-4.54180388096575,"DOWN"
"ABHD2",-0.629768409342766,7.90953505677172,-12.5226841296026,0.00302760570420025,0.105489660899481,-4.5447777552233,"NOT"
"LETM1",-0.361547320998738,8.10786889032237,-12.6953883205815,0.00293068977548717,0.104672469156642,-4.54523028666677,"NOT"
