"","x"
"1371","VPS50"
"1372","TCTEX1D2"
"1373","ZSCAN4"
"1374","GANC"
"1375","FKBP1B"
"1376","ABCG4"
"1377","HTR4"
"1378","HPS3"
"1379","SCGN"
"1380","APOBEC3F"
"1381","GATA4"
"1382","BST1"
"1383","PPFIBP2"
"1384","ACYP1"
"1385","DNAL4"
"1386","ALPK2"
"1387","ATP8A1"
"1388","BRINP3"
"1389","ATP8A2"
"1390","DUSP13"
"1391","PCYOX1L"
"1392","RGPD2"
"1393","SNCB"
"1394","BCL6"
"1395","KHK"
"1396","TRIM21"
"1397","LHPP"
"1398","ETAA1"
"1399","DET1"
"1400","SCAND1"
"1401","C19orf67"
"1402","ASIC3"
"1403","PPL"
"1404","BRCA2"
"1405","AC117834.1"
"1406","ZNF140"
"1407","BEND6"
"1408","ZMYND11"
"1409","CCNYL1"
"1410","LRP1"
"1411","FPR1"
"1412","TLCD2"
"1413","CFHR3"
"1414","AC023055.1"
"1415","SLC30A4"
"1416","MICU2"
"1417","R3HCC1L"
"1418","PRKACB"
"1419","TMEM117"
"1420","SDCBP2"
"1421","UMAD1"
"1422","ALOX12"
"1423","ETFRF1"
"1424","MAGEB2"
"1425","LAMTOR3"
"1426","PIGN"
"1427","CYB5R4"
"1428","PEX3"
"1429","RNF19B"
"1430","ERGIC2"
"1431","ARHGAP42"
"1432","MTSS1"
"1433","PPP1R3E"
"1434","ZBED8"
"1435","MTMR7"
"1436","CSRP3"
"1437","ADRA1D"
"1438","SFI1"
"1439","DCDC2B"
"1440","GAL3ST1"
"1441","CCRL2"
"1442","MAPK7"
"1443","TIGAR"
"1444","NXF3"
"1445","CD160"
"1446","GDPD1"
"1447","TMEM241"
"1448","C1GALT1C1L"
"1449","PCDH9"
"1450","STYK1"
"1451","ZNF138"
"1452","CBR4"
"1453","HHLA3"
"1454","BTN2A2"
"1455","OR52A1"
"1456","NIF3L1"
"1457","APOE"
"1458","NRL"
"1459","TGIF2"
"1460","TYSND1"
"1461","PTBP2"
"1462","ZNF540"
"1463","NEMP2"
"1464","KCNIP4"
"1465","PALM"
"1466","REPS2"
"1467","TLDC2"
"1468","AC073569.1"
"1469","SLC37A1"
"1470","ZNF654"
"1471","DHRS1"
"1472","COL9A2"
"1473","SLC22A17"
"1474","SSH1"
"1475","IFI27L1"
"1476","RAB33B"
"1477","POU6F2"
"1478","GTF2IRD2"
"1479","MUC15"
"1480","SLC35A1"
"1481","CSAD"
"1482","TMEM187"
"1483","ARHGAP15"
"1484","ENTPD3"
"1485","ISX"
"1486","MGAM"
"1487","PCBP3"
"1488","C18orf54"
"1489","XG"
"1490","KIAA1109"
"1491","EMC2"
"1492","ZNF846"
"1493","PANX2"
"1494","MARCH9"
"1495","GPALPP1"
"1496","NLRP7"
"1497","PRIMPOL"
"1498","TSSK3"
"1499","SEMA3B"
"1500","HSPA13"
"1501","OR2C3"
"1502","GLRX"
"1503","SFRP5"
"1504","CAMK1"
"1505","GPAM"
"1506","PSPH"
"1507","FAM72D"
"1508","ARNTL"
"1509","CC2D2A"
"1510","COL28A1"
"1511","NCAM2"
"1512","NUDT9"
"1513","ZSWIM6"
"1514","RAB11FIP4"
"1515","NRIP2"
