geneID,geneName,KSCr1,KSCr2,KSHr1,KSHr2
ENSG00000186092.5_3,OR4F5,0,1,4,2
ENSG00000237683.5,AL627309.1,178,158,166,149
ENSG00000235249.1,OR4F29,0,0,0,0
ENSG00000284662.1_1,OR4F16,0,1,0,0
ENSG00000269831.1,AL669831.1,3,2,0,0
ENSG00000269308.1,AL645608.2,0,0,0,0
ENSG00000187634.11_4,SAMD11,1062,739,768,710
ENSG00000268179.1,AL645608.1,2,0,3,0
ENSG00000188976.10_2,NOC2L,7418,5534,4942,5391
ENSG00000187961.13_3,KLHL17,746,605,488,451
ENSG00000187583.10_3,PLEKHN1,25,15,12,12
ENSG00000187642.9_2,PERM1,6,6,2,8
ENSG00000188290.10_3,HES4,308,233,239,240
ENSG00000187608.8_4,ISG15,226,183,182,185
ENSG00000188157.14_3,AGRN,4144,3214,3798,4009
ENSG00000237330.2_2,RNF223,0,0,1,0
ENSG00000131591.17_3,C1orf159,626,531,475,503
ENSG00000162571.13_3,TTLL10,0,1,1,0
ENSG00000186891.13_3,TNFRSF18,0,0,1,0
ENSG00000186827.10_2,TNFRSF4,0,3,0,0
ENSG00000078808.16_2,SDF4,2702,2107,2229,2186
ENSG00000176022.4_3,B3GALT6,588,452,481,533
ENSG00000184163.3_2,C1QTNF12,18,28,11,12
ENSG00000160087.20_3,UBE2J2,1458,1194,1216,1268
ENSG00000162572.20_2,SCNN1D,8,9,9,10
ENSG00000131584.18_2,ACAP3,1181,947,1128,1140
ENSG00000169972.11_2,PUSL1,605,512,478,493
ENSG00000127054.20_3,INTS11,2333,1806,1766,1935
ENSG00000224051.6_2,CPTP,393,307,306,340
ENSG00000169962.4_2,TAS1R3,20,19,16,21
ENSG00000107404.19_3,DVL1,2180,1568,1485,1614
ENSG00000162576.16_2,MXRA8,1063,863,1186,1296
ENSG00000175756.13_2,AURKAIP1,2718,2113,2074,2169
ENSG00000221978.11_2,CCNL2,1822,1581,1978,1991
ENSG00000242485.5_2,MRPL20,1690,1236,1346,1346
ENSG00000235098.8_2,ANKRD65,0,0,0,0
ENSG00000205116.3_2,TMEM88B,0,0,0,0
ENSG00000179403.11_3,VWA1,27,18,25,38
ENSG00000215915.9_3,ATAD3C,0,0,1,0
ENSG00000160072.19_2,ATAD3B,2621,2014,1794,1825
ENSG00000197785.13_2,ATAD3A,3031,2488,2137,2336
ENSG00000205090.8_2,TMEM240,15,9,11,11
ENSG00000160075.11_2,SSU72,2238,1856,1937,1939
ENSG00000228594.3_3,FNDC10,57,72,57,43
ENSG00000197530.12_3,MIB2,299,240,289,387
ENSG00000189409.13_3,MMP23B,3,2,11,9
ENSG00000248333.8_2,CDK11B,1008,646,686,748
ENSG00000189339.11_2,SLC35E2B,1243,986,1180,1197
ENSG00000008128.22_3,CDK11A,11,6,5,6
ENSG00000215790.6_3,SLC35E2,124,73,101,115
ENSG00000008130.15_2,NADK,1546,1267,1383,1508
ENSG00000078369.17_2,GNB1,3384,2889,3104,2981
ENSG00000169885.9_2,CALML6,1,2,0,0
ENSG00000178821.12_2,TMEM52,85,71,86,67
ENSG00000142609.17_3,CFAP74,0,0,0,0
ENSG00000187730.8_2,GABRD,0,0,0,0
ENSG00000067606.16_3,PRKCZ,99,82,110,94
ENSG00000162585.16_3,FAAP20,883,685,770,869
ENSG00000269554.1,AL590822.2,71,65,74,90
ENSG00000203301.2,AL590822.1,0,0,0,0
ENSG00000157933.9_2,SKI,1343,1048,999,971
ENSG00000116151.13_4,MORN1,64,49,52,60
ENSG00000269753.1,AL589739.1,0,0,0,0
ENSG00000157916.19_3,RER1,1808,1456,1814,1657
ENSG00000157911.9_3,PEX10,372,283,380,430
ENSG00000149527.17_3,PLCH2,0,0,1,1
ENSG00000157881.13_3,PANK4,522,441,476,534
ENSG00000197921.5_2,HES5,0,0,0,0
ENSG00000157873.17_2,TNFRSF14,14,16,8,14
ENSG00000157870.14_2,FAM213B,399,263,294,290
ENSG00000142606.15_3,MMEL1,81,59,60,45
ENSG00000215912.12_4,TTC34,0,0,1,0
ENSG00000169717.6_3,ACTRT2,0,0,0,0
ENSG00000142611.16_3,PRDM16,0,0,0,0
ENSG00000130762.14_3,ARHGEF16,12,4,7,12
ENSG00000162591.15_2,MEGF6,1,4,3,4
ENSG00000158109.14_2,TPRG1L,193,206,252,231
ENSG00000116213.15_2,WRAP73,558,426,513,489
ENSG00000078900.14_3,TP73,223,164,266,291
ENSG00000162592.9_3,CCDC27,84,72,98,74
ENSG00000235169.7_3,SMIM1,262,196,398,343
ENSG00000130764.9_2,LRRC47,1788,1436,1570,1553
ENSG00000116198.12_2,CEP104,647,495,529,503
ENSG00000169598.15_2,DFFB,180,165,141,154
ENSG00000198912.10_2,C1orf174,560,444,557,520
ENSG00000196581.10_2,AJAP1,0,0,0,0
ENSG00000131697.17_3,NPHP4,399,271,339,371
ENSG00000069424.14_2,KCNAB2,87,68,98,117
ENSG00000268332.1,AL035406.1,4,4,7,20
ENSG00000116254.17_2,CHD5,11,5,4,5
ENSG00000116251.9_3,RPL22,4947,4295,4915,4929
ENSG00000158286.12_2,RNF207,271,208,198,216
ENSG00000116237.15_2,ICMT,1460,1273,1453,1506
ENSG00000173673.7_2,HES3,0,0,0,0
ENSG00000158292.6_2,GPR153,19,16,31,23
ENSG00000097021.19_2,ACOT7,768,633,687,704
ENSG00000069812.11_2,HES2,5,1,8,16
ENSG00000187017.15_3,ESPN,149,109,423,501
ENSG00000215788.9_3,TNFRSF25,2,0,3,8
ENSG00000171680.21_3,PLEKHG5,4,4,0,5
ENSG00000162408.10_2,NOL9,1266,1065,1175,1237
ENSG00000173662.20_3,TAS1R1,23,10,16,16
ENSG00000204859.12_3,ZBTB48,429,346,276,337
ENSG00000162413.16_3,KLHL21,1893,1436,1324,1384
ENSG00000116273.5_2,PHF13,760,600,587,580
ENSG00000041988.15_4,THAP3,1190,1005,1068,1075
ENSG00000007923.15_2,DNAJC11,2330,1898,1847,1949
ENSG00000171735.18_3,CAMTA1,187,162,216,198
ENSG00000049245.12_3,VAMP3,561,471,626,642
ENSG00000049246.14_2,PER3,718,635,558,583
ENSG00000049247.13_2,UTS2,160,153,184,149
ENSG00000049249.8_3,TNFRSF9,2,1,3,0
ENSG00000116288.12_3,PARK7,2859,2264,2843,2929
ENSG00000116285.12_2,ERRFI1,43,32,61,51
ENSG00000162426.14_2,SLC45A1,0,0,0,0
ENSG00000142599.17_4,RERE,1192,1045,1032,1118
ENSG00000074800.13_3,ENO1,36302,27785,28680,29091
ENSG00000131686.14_2,CA6,0,0,0,0
ENSG00000197241.3_2,SLC2A7,0,0,0,0
ENSG00000142583.17_3,SLC2A5,0,0,1,0
ENSG00000180758.11_3,GPR157,0,1,0,0
ENSG00000049239.12_2,H6PD,40,22,40,42
ENSG00000171621.13_2,SPSB1,0,0,0,0
ENSG00000171612.6_3,SLC25A33,585,523,587,498
ENSG00000188807.12_2,TMEM201,822,742,586,665
ENSG00000171608.15_2,PIK3CD,669,466,615,578
ENSG00000171603.16_2,CLSTN1,574,445,571,616
ENSG00000178585.14_2,CTNNBIP1,206,195,199,206
ENSG00000162441.11_2,LZIC,505,407,454,459
ENSG00000173614.13_3,NMNAT1,120,129,110,95
ENSG00000162444.11_2,RBP7,0,0,0,0
ENSG00000130939.18_3,UBE4B,1779,1380,1596,1663
ENSG00000054523.17_3,KIF1B,545,502,503,564
ENSG00000142657.20_3,PGD,4217,3393,3699,3679
ENSG00000251503.8_4,CENPS-CORT,1,0,0,5
ENSG00000175279.21_3,CENPS,8,7,12,6
ENSG00000241563.3_3,CORT,2,0,0,4
ENSG00000160049.11_2,DFFA,1402,1162,1079,1119
ENSG00000142655.12_2,PEX14,752,617,600,714
ENSG00000130940.14_2,CASZ1,35,16,30,27
ENSG00000175262.14_3,C1orf127,0,0,0,0
ENSG00000120948.16_4,TARDBP,1497,1437,1558,1614
ENSG00000277726.4_4,AL109811.4,0,0,0,0
ENSG00000009724.16_2,MASP2,32,30,41,35
ENSG00000116649.9_3,SRM,3103,2384,2317,2514
ENSG00000171824.13_2,EXOSC10,1794,1584,1771,1791
ENSG00000198793.12_3,MTOR,2645,2197,2212,2392
ENSG00000171819.4_2,ANGPTL7,3,4,3,4
ENSG00000120942.13_3,UBIAD1,635,536,510,567
ENSG00000204624.7_3,DISP3,3,2,7,4
ENSG00000116661.10_3,FBXO2,10,4,9,9
ENSG00000132879.13_2,FBXO44,60,39,57,63
ENSG00000116663.10_2,FBXO6,197,152,165,150
ENSG00000116670.14_3,MAD2L2,1385,997,1071,1185
ENSG00000162490.6_2,DRAXIN,0,0,1,0
ENSG00000177674.15_4,AGTRAP,717,534,586,623
ENSG00000215910.7_2,C1orf167,672,504,575,585
ENSG00000177000.11_4,MTHFR,2244,1751,2065,1899
ENSG00000011021.21_3,CLCN6,532,440,488,589
ENSG00000175206.10_2,NPPA,51,45,59,70
ENSG00000120937.8_2,NPPB,0,0,0,1
ENSG00000116685.15_2,KIAA2013,1331,1137,1087,1153
ENSG00000083444.16_2,PLOD1,1852,1477,1562,1813
ENSG00000116688.16_2,MFN2,4940,3840,4820,4970
ENSG00000116691.10_2,MIIP,947,727,851,856
ENSG00000120949.14_2,TNFRSF8,542,424,324,331
ENSG00000028137.18_3,TNFRSF1B,1177,961,917,974
ENSG00000048707.13_3,VPS13D,1063,924,914,1051
ENSG00000162496.8_2,DHRS3,432,317,180,216
ENSG00000204518.2_2,AADACL4,3,2,1,1
ENSG00000188984.11_2,AADACL3,0,0,0,0
ENSG00000157330.9_2,C1orf158,0,0,0,0
ENSG00000116726.4_2,PRAMEF12,0,0,0,0
ENSG00000116721.9_2,PRAMEF1,0,0,2,0
ENSG00000204513.5,PRAMEF11,0,0,0,0
ENSG00000179172.9_3,HNRNPCL1,0,0,0,0
ENSG00000120952.4_2,PRAMEF2,0,0,0,0
ENSG00000243073.3_2,PRAMEF4,0,0,0,0
ENSG00000187545.5_2,PRAMEF10,0,0,0,0
ENSG00000204510.5_2,PRAMEF7,0,0,0,0
ENSG00000232423.6_3,PRAMEF6,0,0,0,0
ENSG00000204508.3,PRAMEF22,0,0,0,0
ENSG00000239810.2,WI2-3308P17.2,0,0,0,0
ENSG00000275774.2_2,HNRNPCL2,0,0,0,0
ENSG00000179412.10_3,HNRNPCL4,0,0,0,0
ENSG00000229571.2,PRAMEF26,0,0,0,0
ENSG00000204503.5,PRAMEF3,0,0,0,0
ENSG00000204502.2,PRAMEF5,0,0,0,0
ENSG00000182330.6,PRAMEF8,0,0,0,0
ENSG00000204501.2,PRAMEF9,0,0,0,0
ENSG00000279169.2_3,PRAMEF13,0,0,0,0
ENSG00000204491.2,PRAMEF18,0,0,0,0
ENSG00000204488.3,PRAMEF16,0,0,0,0
ENSG00000204486.3,PRAMEF21,0,0,0,0
ENSG00000157358.7,PRAMEF15,0,0,0,0
ENSG00000204481.7_2,PRAMEF14,0,0,0,0
ENSG00000204480.7_2,PRAMEF19,0,0,0,0
ENSG00000204479.4_2,PRAMEF17,0,0,0,0
ENSG00000204478.9_2,PRAMEF20,0,0,0,0
ENSG00000162494.5_2,LRRC38,0,0,0,0
ENSG00000162493.16_3,PDPN,0,0,0,0
ENSG00000116731.22_3,PRDM2,646,596,599,626
ENSG00000189337.16_3,KAZN,456,370,275,317
ENSG00000171729.13_2,TMEM51,2,3,3,8
ENSG00000142621.19_2,FHAD1,32,33,21,37
ENSG00000142634.12_2,EFHD2,948,728,634,698
ENSG00000162438.11_2,CTRC,0,0,1,0
ENSG00000142615.7_3,CELA2A,0,0,0,0
ENSG00000215704.9_3,CELA2B,3,7,5,5
ENSG00000132906.17_3,CASP9,363,315,323,333
ENSG00000116138.12_2,DNAJC16,358,332,303,369
ENSG00000116771.5_2,AGMAT,2,1,0,1
ENSG00000197312.11_3,DDI2,1783,1461,1545,1601
ENSG00000215695.1_3,RSC1A1,0,0,0,0
ENSG00000116786.11_3,PLEKHM2,1202,965,1214,1196
ENSG00000162461.7_2,SLC25A34,8,12,15,14
ENSG00000162460.6_2,TMEM82,0,0,0,0
ENSG00000162458.12_3,FBLIM1,0,0,0,0
ENSG00000233954.6_2,UQCRHL,217,160,197,237
ENSG00000065526.10_2,SPEN,2973,2445,2364,2378
ENSG00000116809.11_2,ZBTB17,518,449,418,415
ENSG00000183888.4_2,C1orf64,0,0,0,0
ENSG00000173641.17_4,HSPB7,1,4,5,0
ENSG00000186510.11_2,CLCNKA,1,1,0,0
ENSG00000184908.17_2,CLCNKB,7,2,5,3
ENSG00000185519.8_2,FAM131C,0,0,0,0
ENSG00000142627.12_2,EPHA2,0,1,0,0
ENSG00000142632.16_3,ARHGEF19,107,106,92,111
ENSG00000204377.3,C1orf134,22,32,18,31
ENSG00000132881.11_2,RSG1,102,82,81,106
ENSG00000037637.10_3,FBXO42,303,250,331,338
ENSG00000055070.16_2,SZRD1,2095,1639,1869,1997
ENSG00000187144.11_2,SPATA21,698,583,737,747
ENSG00000157191.19_2,NECAP2,945,684,864,819
ENSG00000268674.1,AL355149.2,0,0,0,0
ENSG00000219481.10_2,NBPF1,447,398,439,473
ENSG00000237847.2,AL137798.1,0,0,0,0
ENSG00000268991.1,AL021920.2,0,0,0,0
ENSG00000058453.16_3,CROCC,53,24,58,50
ENSG00000117122.13_4,MFAP2,0,0,0,0
ENSG00000159363.17_3,ATP13A2,797,637,472,567
ENSG00000117118.9_2,SDHB,1321,1067,1202,1088
ENSG00000117115.12_2,PADI2,0,0,0,0
ENSG00000142623.9_2,PADI1,0,0,0,0
ENSG00000142619.4_2,PADI3,0,0,0,0
ENSG00000159339.13_2,PADI4,1,2,0,3
ENSG00000269468.1,AC004824.2,0,0,0,0
ENSG00000276747.1_3,PADI6,0,0,0,0
ENSG00000179051.13_3,RCC2,5963,4857,4583,4818
ENSG00000074964.16_2,ARHGEF10L,1,0,0,0
ENSG00000117148.7_2,ACTL8,52,48,34,50
ENSG00000117154.11_3,IGSF21,0,0,0,0
ENSG00000179023.8_2,KLHDC7A,1,0,0,0
ENSG00000009709.11_2,PAX7,0,0,0,0
ENSG00000179002.5_3,TAS1R2,0,0,0,0
ENSG00000255275.3_4,AL080251.1,1,1,3,0
ENSG00000159423.16_3,ALDH4A1,267,215,241,255
ENSG00000169991.10_3,IFFO2,7,7,2,0
ENSG00000127481.14_3,UBR4,8011,6820,6397,6818
ENSG00000127463.14_4,EMC1,1844,1378,1580,1549
ENSG00000053372.4_2,MRTO4,2758,2236,2209,2369
ENSG00000162482.4_2,AKR7A3,3,3,10,2
ENSG00000053371.12_3,AKR7A2,665,539,712,694
ENSG00000040487.12_3,PQLC2,471,408,542,605
ENSG00000077549.17_3,CAPZB,1728,1294,1499,1575
ENSG00000173436.13_3,MINOS1,48,39,47,62
ENSG00000270136.5_3,MINOS1-NBL1,0,0,0,0
ENSG00000158747.13_3,NBL1,3,3,0,0
ENSG00000158748.3_2,HTR6,0,0,0,0
ENSG00000162542.13_2,TMCO4,23,12,25,17
ENSG00000178828.6_2,RNF186,0,0,0,0
ENSG00000169914.5_2,OTUD3,311,289,315,292
ENSG00000188784.4_2,PLA2G2E,0,0,0,0
ENSG00000188257.10_2,PLA2G2A,0,0,0,0
ENSG00000127472.10_2,PLA2G5,0,0,0,0
ENSG00000117215.14_2,PLA2G2D,0,0,0,0
ENSG00000158786.4_2,PLA2G2F,0,0,0,0
ENSG00000187980.6_2,PLA2G2C,0,0,1,1
ENSG00000162543.5_2,UBXN10,127,96,105,106
ENSG00000158816.15_3,VWA5B1,0,0,0,0
ENSG00000162545.5_2,CAMK2N1,7,5,7,6
ENSG00000090432.6_2,MUL1,510,385,376,457
ENSG00000183114.7_2,FAM43B,0,0,0,0
ENSG00000158825.5_2,CDA,0,0,0,2
ENSG00000158828.7_3,PINK1,240,204,253,256
ENSG00000244038.9_4,DDOST,2760,2239,2477,2598
ENSG00000117245.12_3,KIF17,3,2,1,0
ENSG00000189410.11_3,SH2D5,0,2,0,2
ENSG00000127483.17_3,HP1BP3,2280,2093,2776,2762
ENSG00000075151.20_3,EIF4G3,408,348,425,465
ENSG00000117298.14_2,ECE1,366,301,239,291
ENSG00000142794.18_3,NBPF3,22,19,30,32
ENSG00000162551.13_4,ALPL,0,1,3,0
ENSG00000076864.19_3,RAP1GAP,569,421,672,714
ENSG00000090686.15_2,USP48,1616,1537,1741,1764
ENSG00000187942.11_2,LDLRAD2,189,174,102,144
ENSG00000142798.17_2,HSPG2,1468,1128,888,901
ENSG00000219073.7_2,CELA3B,0,0,0,0
ENSG00000142789.19_2,CELA3A,0,0,0,0
ENSG00000070831.15_4,CDC42,2345,2185,2444,2351
ENSG00000162552.14_2,WNT4,1,1,2,4
ENSG00000184677.16_3,ZBTB40,1289,1065,1081,1133
ENSG00000070886.11_3,EPHA8,0,0,0,0
ENSG00000173372.16_3,C1QA,0,0,0,0
ENSG00000159189.11_2,C1QC,0,0,0,0
ENSG00000173369.15_2,C1QB,0,0,0,0
ENSG00000133216.16_3,EPHB2,0,0,0,0
ENSG00000215906.8_2,LACTBL1,0,0,0,0
ENSG00000227868.5_3,TEX46,0,4,0,0
ENSG00000004487.15_3,KDM1A,2202,1916,2075,2009
ENSG00000169641.13_3,LUZP1,594,521,429,474
ENSG00000179546.4_3,HTR1D,0,0,0,0
ENSG00000125944.19_3,HNRNPR,3552,3052,3599,3428
ENSG00000125945.14_2,ZNF436,141,129,119,136
ENSG00000204219.9_2,TCEA3,1,0,0,2
ENSG00000088280.18_3,ASAP3,248,211,226,231
ENSG00000007968.6_2,E2F2,594,499,603,580
ENSG00000117318.8_2,ID3,72,54,88,55
ENSG00000197880.8_3,MDS2,0,0,0,0
ENSG00000142676.12_2,RPL11,8663,7083,7835,7796
ENSG00000011007.12_2,ELOA,1555,1182,1193,1338
ENSG00000057757.9_3,PITHD1,1686,1363,1494,1464
ENSG00000011009.10_2,LYPLA2,1746,1297,1082,1279
ENSG00000117308.14_3,GALE,1113,718,788,672
ENSG00000117305.14_3,HMGCL,244,180,313,298
ENSG00000179163.11_2,FUCA1,121,93,110,141
ENSG00000188822.7_3,CNR2,0,0,0,0
ENSG00000189266.11_3,PNRC2,221,261,283,287
ENSG00000188529.14_2,SRSF10,519,127,197,185
ENSG00000142661.18_2,MYOM3,0,0,0,0
ENSG00000142677.3_2,IL22RA1,0,0,0,0
ENSG00000185436.11_2,IFNLR1,0,0,0,0
ENSG00000158055.15_2,GRHL3,1,1,0,1
ENSG00000001460.17_2,STPG1,138,107,122,119
ENSG00000001461.16_2,NIPAL3,477,426,372,456
ENSG00000117602.11_2,RCAN3,7,7,14,7
ENSG00000184454.6_3,NCMAP,0,3,2,0
ENSG00000133226.16_4,SRRM1,2625,2046,2330,2402
ENSG00000169504.14_2,CLIC4,734,731,1035,980
ENSG00000020633.18_2,RUNX3,0,0,0,0
ENSG00000117614.9_2,SYF2,286,230,291,328
ENSG00000117616.17_3,RSRP1,952,820,1054,1089
ENSG00000187010.19_4,RHD,279,189,706,737
ENSG00000183726.10_2,TMEM50A,938,831,1126,1013
ENSG00000188672.17_3,RHCE,254,236,718,766
ENSG00000204178.9_2,TMEM57,440,427,579,516
ENSG00000157978.11_2,LDLRAP1,790,557,607,627
ENSG00000117643.14_2,MAN1C1,2,1,0,2
ENSG00000162430.16_3,SELENON,292,204,294,264
ENSG00000255054.3_4,AL020996.2,0,0,0,0
ENSG00000117640.17_3,MTFR1L,474,396,521,522
ENSG00000127423.10_2,AUNIP,316,250,279,305
ENSG00000182749.5_3,PAQR7,93,70,99,96
ENSG00000117632.22_3,STMN1,3760,3320,4947,4779
ENSG00000158006.13_2,PAFAH2,142,104,142,152
ENSG00000158008.9_2,EXTL1,6,7,8,16
ENSG00000158014.14_2,SLC30A2,0,0,1,1
ENSG00000158022.6_2,TRIM63,6,0,2,3
ENSG00000175087.9_2,PDIK1L,283,266,359,321
ENSG00000197245.5_2,FAM110D,13,18,6,12
ENSG00000282872.1_3,C1orf232,0,0,0,1
ENSG00000236782.6_3,AL391650.1,791,589,576,630
ENSG00000142684.8_3,ZNF593,675,583,640,597
ENSG00000142675.17_2,CNKSR1,21,23,22,25
ENSG00000188782.8_3,CATSPER4,0,0,1,1
ENSG00000130695.14_2,CEP85,1793,1528,1622,1683
ENSG00000142669.14_3,SH3BGRL3,980,795,903,918
ENSG00000158062.20_4,UBXN11,643,502,650,668
ENSG00000169442.8_2,CD52,113,78,75,80
ENSG00000176092.14_3,CRYBG2,30,17,15,17
ENSG00000176083.17_2,ZNF683,0,0,0,0
ENSG00000131914.10_2,LIN28A,0,4,5,0
ENSG00000117682.16_2,DHDDS,569,465,489,516
ENSG00000198830.10_2,HMGN2,6049,5143,6896,6972
ENSG00000117676.13_3,RPS6KA1,740,537,556,594
ENSG00000117713.18_3,ARID1A,2762,2319,2064,2233
ENSG00000060642.10_3,PIGV,124,102,152,147
ENSG00000204160.11_3,ZDHHC18,540,399,490,493
ENSG00000175793.11_3,SFN,28,12,10,11
ENSG00000142751.14_2,GPN2,715,579,689,692
ENSG00000198746.12_3,GPATCH3,363,302,301,326
ENSG00000090273.13_3,NUDC,4255,3208,3316,3297
ENSG00000131910.4_2,NR0B2,0,0,2,1
ENSG00000175707.8_2,KDF1,11,20,17,13
ENSG00000253368.3_3,TRNP1,14,7,10,6
ENSG00000158246.7_2,FAM46B,8,2,14,5
ENSG00000090020.10_2,SLC9A1,222,222,191,234
ENSG00000142784.15_2,WDTC1,933,758,920,921
ENSG00000186501.14_3,TMEM222,524,423,527,492
ENSG00000142765.17_3,SYTL1,124,70,98,109
ENSG00000142733.14_2,MAP3K6,241,175,185,189
ENSG00000142748.12_2,FCN3,0,0,0,0
ENSG00000174950.10_2,CD164L2,3,2,0,0
ENSG00000181773.6_2,GPR3,76,58,45,45
ENSG00000158195.10_2,WASF2,3786,3298,3317,3330
ENSG00000126705.13_2,AHDC1,855,688,575,612
ENSG00000000938.12_2,FGR,0,0,0,0
ENSG00000126709.14_2,IFI6,3,4,3,1
ENSG00000009780.15_3,FAM76A,76,68,72,96
ENSG00000117758.13_3,STX12,277,244,312,305
ENSG00000117751.17_3,PPP1R8,1054,907,1002,991
ENSG00000268552.1,AL109927.1,178,153,145,180
ENSG00000130775.15_2,THEMIS2,61,59,88,70
ENSG00000117748.9_2,RPA2,1765,1481,1258,1248
ENSG00000130768.14_3,SMPDL3B,33,10,28,22
ENSG00000158156.7_2,XKR8,48,28,40,46
ENSG00000158161.15_3,EYA3,815,758,827,793
ENSG00000169403.11_2,PTAFR,7,6,10,12
ENSG00000126698.10_2,DNAJC8,1525,1243,1435,1406
ENSG00000215902.1,AL353354.1,0,0,0,0
ENSG00000269804.1,AL353354.2,410,309,463,403
ENSG00000130770.17_2,ATPIF1,2535,1975,2326,2343
ENSG00000130766.4_2,SESN2,500,383,556,574
ENSG00000130772.13_2,MED18,343,266,303,303
ENSG00000204138.12_3,PHACTR4,619,535,521,457
ENSG00000180198.15_3,RCC1,2971,2308,2215,2191
ENSG00000180098.9_2,TRNAU1AP,283,261,311,329
ENSG00000120656.11_2,TAF12,277,261,307,350
ENSG00000188060.7_2,RAB42,4,4,2,1
ENSG00000162419.12_2,GMEB1,275,261,214,218
ENSG00000198492.15_3,YTHDF2,1383,1134,1349,1350
ENSG00000116329.10_2,OPRD1,1,1,2,1
ENSG00000159023.19_3,EPB41,4227,3306,5408,5768
ENSG00000253304.1_2,TMEM200B,513,365,634,601
ENSG00000116350.16_3,SRSF4,2081,1771,1866,1966
ENSG00000116353.15_2,MECR,322,283,323,288
ENSG00000060656.19_2,PTPRU,34,37,32,33
ENSG00000162510.5_2,MATN1,77,57,57,48
ENSG00000162511.7_2,LAPTM5,237,185,93,98
ENSG00000162512.15_3,SDC3,439,401,389,426
ENSG00000134644.15_2,PUM1,1369,1127,1318,1303
ENSG00000084628.9_2,NKAIN1,1,0,1,1
ENSG00000060688.12_3,SNRNP40,1154,977,1178,1208
ENSG00000121766.15_3,ZCCHC17,547,481,545,539
ENSG00000121769.7_3,FABP3,25,18,14,19
ENSG00000168528.11_2,SERINC2,102,56,140,129
ENSG00000268950.1,AC114494.1,14,21,36,26
ENSG00000142910.15_2,TINAGL1,37,26,91,48
ENSG00000121764.11_2,HCRTR1,137,131,198,154
ENSG00000162517.12_2,PEF1,847,680,824,889
ENSG00000084636.17_3,COL16A1,2,0,0,5
ENSG00000121753.12_3,ADGRB2,4,1,2,4
ENSG00000134668.12_3,SPOCD1,3,7,7,2
ENSG00000184007.18_3,PTP4A2,3568,3256,3489,3427
ENSG00000212673.1,AL136115.1,3,10,10,2
ENSG00000121774.17_2,KHDRBS1,3662,3112,3592,3555
ENSG00000121775.17_2,TMEM39B,226,198,193,213
ENSG00000025800.13_3,KPNA6,1107,993,1068,1103
ENSG00000084652.15_2,TXLNA,1692,1357,1504,1585
ENSG00000160050.14_2,CCDC28B,298,243,295,287
ENSG00000160051.11_3,IQCC,158,115,105,141
ENSG00000222046.2_2,DCDC2B,7,10,17,16
ENSG00000160055.19_2,TMEM234,78,52,47,59
ENSG00000084623.11_2,EIF3I,5260,4378,4700,4688
ENSG00000183615.5_2,FAM167B,0,0,1,2
ENSG00000182866.16_2,LCK,0,0,0,0
ENSG00000116478.11_2,HDAC1,3016,2435,2948,2970
ENSG00000175130.6_2,MARCKSL1,3594,2813,2808,3054
ENSG00000162526.6_2,TSSK3,210,152,224,239
ENSG00000225828.1_3,FAM229A,318,268,383,315
ENSG00000160058.18_2,BSDC1,1532,1153,1464,1450
ENSG00000254553.1_4,AL033529.1,0,1,0,0
ENSG00000273274.1_3,ZBTB8B,0,0,0,0
ENSG00000160062.14_3,ZBTB8A,3,0,1,0
ENSG00000176261.15_3,ZBTB8OS,218,188,260,232
ENSG00000162521.18_3,RBBP4,3122,2792,3390,3192
ENSG00000162520.14_3,SYNC,232,229,274,285
ENSG00000162522.10_2,KIAA1522,822,622,883,896
ENSG00000134684.10_2,YARS,3390,2703,3389,3320
ENSG00000116497.17_3,S100PBP,489,416,522,543
ENSG00000160097.16_2,FNDC5,2,5,3,6
ENSG00000121905.9_2,HPCA,12,9,38,37
ENSG00000121900.18_2,TMEM54,32,26,76,72
ENSG00000116514.16_2,RNF19B,204,173,245,236
ENSG00000267885.1,FKSG48,0,0,0,0
ENSG00000004455.16_2,AK2,5161,3989,4115,4168
ENSG00000142920.16_2,AZIN2,4,2,1,1
ENSG00000116525.13_2,TRIM62,53,51,58,42
ENSG00000160094.14_3,ZNF362,2,5,7,0
ENSG00000184389.9_2,A3GALT2,0,0,0,0
ENSG00000134686.18_3,PHC2,730,590,571,547
ENSG00000121903.14_2,ZSCAN20,37,36,44,37
ENSG00000121904.17_3,CSMD2,0,0,1,0
ENSG00000176256.10_3,HMGB4,0,0,0,0
ENSG00000142698.14_2,C1orf94,0,0,0,0
ENSG00000163866.8_3,SMIM12,846,765,797,773
ENSG00000189280.3_2,GJB5,0,2,4,1
ENSG00000189433.5_2,GJB4,1,0,0,6
ENSG00000188910.7_2,GJB3,2,0,1,0
ENSG00000187513.8_2,GJA4,12,2,2,5
ENSG00000116544.11_2,DLGAP3,2,1,0,2
ENSG00000271741.1_4,AC114490.2,0,0,0,0
ENSG00000243749.1_3,TMEM35B,0,0,0,0
ENSG00000163867.16_3,ZMYM6,115,94,151,155
ENSG00000197056.9_2,ZMYM1,116,93,132,131
ENSG00000116560.10_2,SFPQ,8830,7381,8466,8395
ENSG00000146463.11_3,ZMYM4,1236,1108,1308,1272
ENSG00000142687.17_3,KIAA0319L,637,506,748,790
ENSG00000020129.15_2,NCDN,1059,777,860,910
ENSG00000116819.6_2,TFAP2E,10,4,8,6
ENSG00000126067.11_2,PSMB2,4116,3666,4404,4228
ENSG00000142686.7_2,C1orf216,453,425,443,462
