geneID,geneName,KSCr1,KSCr2,KSHr1,KSHr2
ENSG00000171811.13_4,CFAP46,0,0,0,0
ENSG00000197177.15_3,ADGRA1,0,0,0,0
ENSG00000171798.17_2,KNDC1,1,0,7,3
ENSG00000171794.3_2,UTF1,2,2,3,5
ENSG00000151650.7_2,VENTX,60,47,76,69
ENSG00000151651.15_3,ADAM8,187,102,188,147
ENSG00000130640.13_3,TUBGCP2,1446,1061,1250,1222
ENSG00000198546.14_3,ZNF511,131,123,92,123
ENSG00000283496.1_3,AL360181.5,0,0,0,0
ENSG00000130643.8_3,CALY,0,0,0,0
ENSG00000165828.14_3,PRAP1,0,1,1,0
ENSG00000148803.11_3,FUOM,157,110,115,133
ENSG00000127884.4_2,ECHS1,1128,910,1129,1128
ENSG00000268882.1,AL360181.1,17,14,6,10
ENSG00000148832.15_3,PAOX,92,57,71,65
ENSG00000254536.1_4,AL360181.3,0,0,0,0
ENSG00000148824.18_3,MTG1,47,27,42,62
ENSG00000203772.7_2,SPRN,50,39,61,56
ENSG00000214279.13_3,SCART1,377,358,262,335
ENSG00000130649.9_3,CYP2E1,0,1,4,2
ENSG00000268925.1,AL161645.2,3,0,0,1
ENSG00000171772.16_3,SYCE1,0,0,0,0
ENSG00000225899.7_3,FRG2B,0,0,0,1
ENSG00000177951.17_2,BET1L,571,469,494,541
ENSG00000268320.3_2,SCGB1C2,0,0,0,0
ENSG00000188076.2_2,SCGB1C1,0,0,0,0
ENSG00000177947.13_2,ODF3,0,0,0,0
ENSG00000177963.14_4,RIC8A,1703,1233,1554,1654
ENSG00000142082.14_4,SIRT3,287,226,292,292
ENSG00000185627.17_3,PSMD13,2155,1739,2000,2136
ENSG00000174885.12_2,NLRP6,32,35,18,31
ENSG00000142102.15_4,PGGHG,849,558,690,653
ENSG00000206013.2_2,IFITM5,0,0,0,0
ENSG00000185201.16_3,IFITM2,283,238,104,118
ENSG00000185885.15_3,IFITM1,1383,1019,683,688
ENSG00000142089.15_3,IFITM3,391,310,254,200
ENSG00000182272.11_3,B4GALNT4,74,75,86,74
ENSG00000184363.9_3,PKP3,1939,1521,1398,1496
ENSG00000185187.12_3,SIGIRR,244,182,251,278
ENSG00000185101.12_2,ANO9,124,83,125,126
ENSG00000174915.11_2,PTDSS2,830,655,755,772
ENSG00000023191.16_2,RNH1,2132,1645,1808,1983
ENSG00000174775.16_2,HRAS,537,398,429,441
ENSG00000161328.10_2,LRRC56,92,85,103,87
ENSG00000185522.8_3,LMNTD2,82,51,68,87
ENSG00000099849.14_3,RASSF7,371,266,337,267
ENSG00000070047.11_2,PHRF1,1475,1145,1076,1167
ENSG00000185507.19_2,IRF7,59,51,71,61
ENSG00000099834.18_2,CDHR5,75,44,45,55
ENSG00000070031.3_2,SCT,16,6,7,11
ENSG00000069696.6_2,DRD4,31,28,31,50
ENSG00000177030.16_3,DEAF1,667,588,669,731
ENSG00000177106.14_3,EPS8L2,101,108,80,109
ENSG00000177042.14_3,TMEM80,222,154,220,251
ENSG00000177156.10_2,TALDO1,4931,3900,4846,4982
ENSG00000177225.16_3,GATD1,1640,1232,1387,1345
ENSG00000184524.5_2,CEND1,8,1,1,1
ENSG00000177542.10_4,SLC25A22,701,586,462,456
ENSG00000274897.2_2,PANO1,23,23,18,24
ENSG00000177595.17_2,PIDD1,668,505,664,648
ENSG00000177600.8_2,RPLP2,9491,7095,8293,8025
ENSG00000177666.16_3,PNPLA2,1428,1102,1203,1219
ENSG00000177685.16_3,CRACR2B,725,533,539,600
ENSG00000177697.17_2,CD151,1941,1454,1494,1535
ENSG00000177700.5_2,POLR2L,1992,1540,1785,1847
ENSG00000214063.10_3,TSPAN4,237,160,202,207
ENSG00000177830.17_4,CHID1,1030,838,900,892
ENSG00000183020.13_4,AP2A2,621,481,697,684
ENSG00000184956.15_3,MUC6,0,4,0,1
ENSG00000198788.7,MUC2,0,0,0,0
ENSG00000215182.6,MUC5AC,0,0,0,0
ENSG00000117983.17_3,MUC5B,1,2,3,1
ENSG00000078902.15_2,TOLLIP,410,314,360,388
ENSG00000267950.1,AC136297.1,23,13,11,17
ENSG00000174672.15_2,BRSK2,2,4,3,1
ENSG00000182208.13_2,MOB2,217,191,218,231
ENSG00000184545.10_2,DUSP8,58,57,77,79
ENSG00000205869.2_2,KRTAP5-1,0,0,0,0
ENSG00000205867.3_2,KRTAP5-2,0,0,0,0
ENSG00000196224.7_2,KRTAP5-3,0,0,0,0
ENSG00000241598.5_2,KRTAP5-4,0,0,0,0
ENSG00000185940.10_2,KRTAP5-5,0,0,0,0
ENSG00000205864.1_2,KRTAP5-6,0,0,0,0
ENSG00000244242.1_3,IFITM10,0,0,0,0
ENSG00000250644.3_4,AC068580.4,0,0,0,0
ENSG00000117984.13_3,CTSD,316,240,404,380
ENSG00000149043.16_2,SYT8,0,1,0,0
ENSG00000130598.15_2,TNNI2,0,0,0,0
ENSG00000130592.15_1,LSP1,0,1,1,0
ENSG00000283787.1_2,AC051649.2,0,0,0,0
ENSG00000130595.18_4,TNNT3,0,0,2,0
ENSG00000214026.10_2,MRPL23,797,590,758,791
ENSG00000167244.18_4,IGF2,0,0,1,0
ENSG00000129965.14_4,INS-IGF2,0,0,0,0
ENSG00000254647.6_3,INS,0,0,0,0
ENSG00000180176.14_2,TH,0,1,0,0
ENSG00000183734.4_2,ASCL2,3,7,6,5
ENSG00000110665.11_2,C11orf21,331,295,292,291
ENSG00000064201.15_3,TSPAN32,207,134,263,277
ENSG00000110651.11_3,CD81,1778,1430,1518,1585
ENSG00000184281.14_4,TSSC4,575,378,444,468
ENSG00000070985.13_2,TRPM5,1,0,1,0
ENSG00000053918.15_3,KCNQ1,0,0,1,1
ENSG00000129757.12_2,CDKN1C,339,267,232,282
ENSG00000254827.5_2,SLC22A18AS,8,8,12,8
ENSG00000110628.13_3,SLC22A18,22,24,21,29
ENSG00000181649.5_2,PHLDA2,212,213,151,105
ENSG00000205531.12_3,NAP1L4,2531,2147,2628,2576
ENSG00000110619.17_3,CARS,942,646,968,953
ENSG00000021762.19_3,OSBPL5,145,107,155,146
ENSG00000182170.3_2,MRGPRG,0,0,2,0
ENSG00000184350.9_2,MRGPRE,2,0,6,4
ENSG00000005801.16_3,ZNF195,367,352,412,407
ENSG00000167311.13_4,ART5,0,4,1,0
ENSG00000129744.2_2,ART1,0,0,0,0
ENSG00000129749.3_3,CHRNA10,17,24,32,18
ENSG00000110713.15_3,NUP98,2668,2262,2253,2393
ENSG00000148985.19_3,PGAP2,396,304,364,293
ENSG00000177105.9_3,RHOG,1450,1196,1096,1019
ENSG00000167323.11_3,STIM1,1121,797,941,990
ENSG00000167325.14_3,RRM1,2189,1850,2559,2420
ENSG00000284018.1_2,AC018793.2,0,0,0,0
ENSG00000284306.1_2,AC018793.3,0,0,0,0
ENSG00000283873.1_2,AC018793.1,0,0,0,0
ENSG00000284546.1_2,AC018793.5,0,0,0,0
ENSG00000132109.9_2,TRIM21,161,114,176,193
ENSG00000181963.5_2,OR52K2,0,0,0,0
ENSG00000196778.3_3,OR52K1,0,0,0,0
ENSG00000197790.1_2,OR52M1,0,0,0,0
ENSG00000171987.1_2,C11orf40,0,0,0,0
ENSG00000226288.2_3,OR52I2,0,0,0,0
ENSG00000232268.6_3,OR52I1,0,0,0,0
ENSG00000167333.12_3,TRIM68,188,139,204,181
ENSG00000197428.3_3,OR51D1,0,0,0,0
ENSG00000180785.9_3,OR51E1,0,0,0,0
ENSG00000167332.8_4,OR51E2,0,0,0,1
ENSG00000167346.7_4,MMP26,0,0,0,2
ENSG00000176925.7_4,OR51F2,0,0,0,0
ENSG00000176922.4_3,OR51S1,0,0,0,0
ENSG00000176904.2_3,OR51H1,0,0,0,0
ENSG00000176900.2_4,OR51T1,0,0,0,0
ENSG00000176895.9_4,OR51A7,0,0,0,0
ENSG00000176893.5_3,OR51G2,0,0,0,0
ENSG00000205497.4_3,OR51A4,0,0,0,0
ENSG00000205496.1_2,OR51A2,0,0,0,0
ENSG00000176798.2_3,OR51L1,0,0,0,0
ENSG00000205495.1_2,OR52J3,0,0,0,0
ENSG00000176787.2_2,OR52E2,0,0,0,0
ENSG00000171944.2_3,OR52A5,9,16,10,11
ENSG00000182070.5_4,OR52A1,4,2,9,8
ENSG00000176742.2_3,OR51V1,0,2,0,0
ENSG00000244734.3_2,HBB,54,21,30,22
ENSG00000223609.7_2,HBD,435,373,425,476
ENSG00000213934.6_2,HBG1,5244,4399,7238,6858
ENSG00000196565.13_3,HBG2,14927,11949,19435,20608
ENSG00000213931.5_3,HBE1,41565,32030,56232,57297
ENSG00000183251.4_4,OR51B4,494,427,481,481
ENSG00000242180.3_3,OR51B5,93,62,96,85
ENSG00000176239.7_2,OR51B6,8,9,10,11
ENSG00000184698.5_3,OR51M1,34,26,30,44
ENSG00000184321.1_2,OR51J1,8,9,4,8
ENSG00000167359.8_4,OR51I1,31,21,28,27
ENSG00000187918.5_3,OR51I2,61,35,45,57
ENSG00000181609.5_2,OR52D1,92,58,48,55
ENSG00000175520.8_4,UBQLN3,0,0,0,1
ENSG00000175518.6_4,UBQLNL,0,0,0,0
ENSG00000181616.9_4,OR52H1,0,0,0,0
ENSG00000187747.2_2,OR52B6,0,0,0,0
ENSG00000121236.20_3,TRIM6,16,16,11,12
ENSG00000258588.3_3,TRIM6-TRIM34,0,0,0,0
ENSG00000258659.6_3,TRIM34,0,0,0,0
ENSG00000132256.18_3,TRIM5,162,136,189,227
ENSG00000132274.15_3,TRIM22,1,2,8,7
ENSG00000181023.7_4,OR56B1,0,0,0,0
ENSG00000181074.4_3,OR52N4,0,0,0,0
ENSG00000181009.5_4,OR52N5,0,0,0,0
ENSG00000181001.2_4,OR52N1,0,1,0,0
ENSG00000180988.2_2,OR52N2,0,0,0,0
ENSG00000205409.3_4,OR52E6,0,0,0,0
ENSG00000183269.5_4,OR52E8,0,0,0,0
ENSG00000180974.4_3,OR52E4,0,0,0,0
ENSG00000277932.2_3,OR52E5,0,0,0,0
ENSG00000184478.7_3,OR56A3,0,0,0,0
ENSG00000188691.5_2,OR56A5,0,0,0,0
ENSG00000183313.4_2,OR52L1,0,0,0,0
ENSG00000183389.5_3,OR56A4,0,0,0,0
ENSG00000180934.6_3,OR56A1,0,0,0,0
ENSG00000180919.3_2,OR56B4,1,0,1,2
ENSG00000255307.1_4,OR52B2,0,0,0,0
ENSG00000175485.2_2,OR52W1,0,0,0,0
ENSG00000180878.2_2,C11orf42,2,5,1,4
ENSG00000051009.10_2,FAM160A2,488,344,418,483
ENSG00000132259.12_2,CNGA4,1,1,1,6
ENSG00000110148.9_2,CCKBR,0,0,0,0
ENSG00000170955.9_3,CAVIN3,0,0,0,0
ENSG00000166311.9_3,SMPD1,157,139,180,200
ENSG00000166313.18_3,APBB1,11,4,13,12
ENSG00000110169.10_2,HPX,2,4,7,14
ENSG00000110171.19_3,TRIM3,42,49,47,53
ENSG00000132254.12_2,ARFIP2,657,526,608,622
ENSG00000132286.11_3,TIMM10B,503,401,462,518
ENSG00000283977.1_2,AC084337.2,0,0,0,0
ENSG00000179532.12_3,DNHD1,269,249,313,324
ENSG00000132275.10_2,RRP8,478,357,381,478
ENSG00000166333.13_3,ILK,702,496,780,731
ENSG00000166337.9_3,TAF10,1063,897,1146,1137
ENSG00000166340.15_3,TPP1,1058,861,1128,1215
ENSG00000166341.7_2,DCHS1,12,20,16,12
ENSG00000158042.8_2,MRPL17,280,254,278,284
ENSG00000188124.3_3,OR2AG2,17,7,8,4
ENSG00000279486.5_4,OR2AG1,2,4,5,1
ENSG00000184933.5_3,OR6A2,1,2,0,0
ENSG00000166363.5_2,OR10A5,1,0,0,0
ENSG00000170790.5_3,OR10A2,5,4,4,1
ENSG00000170782.3_2,OR10A4,0,0,0,2
ENSG00000166368.2_2,OR2D2,0,0,0,0
ENSG00000178358.4_2,OR2D3,5,1,1,0
ENSG00000149054.15_3,ZNF215,211,197,257,288
ENSG00000149050.9_2,ZNF214,1,1,4,0
ENSG00000158077.4_2,NLRP14,13,10,7,10
ENSG00000170748.6_3,RBMXL2,2,0,4,5
ENSG00000170743.16_2,SYT9,0,0,0,0
ENSG00000183801.7_3,OLFML1,1,0,0,0
ENSG00000166387.11_4,PPFIBP2,71,58,95,95
ENSG00000166394.14_2,CYB5R2,215,134,187,202
ENSG00000183378.11_3,OVCH2,0,0,0,0
ENSG00000183303.2_4,OR5P2,0,0,0,0
ENSG00000182334.2_4,OR5P3,0,0,0,0
ENSG00000170683.6_3,OR10A3,0,0,0,0
ENSG00000182261.3_3,NLRP10,0,0,0,0
ENSG00000175390.13_3,EIF3F,1588,1266,1455,1567
ENSG00000166402.8_3,TUB,0,0,0,0
ENSG00000166405.14_3,RIC3,0,1,1,0
ENSG00000166407.13_2,LMO1,0,0,0,0
ENSG00000130413.15_3,STK33,0,0,0,0
ENSG00000166436.15_2,TRIM66,231,222,244,235
ENSG00000166441.12_3,RPL27A,11010,8336,10356,10535
ENSG00000166444.18_3,ST5,11,3,12,9
ENSG00000166452.11_3,AKIP1,280,185,255,264
ENSG00000176029.13_2,C11orf16,2,2,9,8
ENSG00000176009.3_2,ASCL3,1,1,1,1
ENSG00000175348.10_2,TMEM9B,249,210,261,263
ENSG00000175352.10_2,NRIP3,104,87,147,149
ENSG00000175356.12_3,SCUBE2,0,0,0,0
ENSG00000184014.7_3,DENND5A,424,345,420,419
ENSG00000166471.10_3,TMEM41B,370,460,418,399
ENSG00000205339.9_2,IPO7,2901,2824,2944,2709
ENSG00000166478.9_3,ZNF143,170,161,193,203
ENSG00000166483.10_2,WEE1,1212,984,1282,1238
ENSG00000133789.14_2,SWAP70,48,65,62,68
ENSG00000133812.15_3,SBF2,79,81,92,92
ENSG00000148926.9_3,ADM,1,4,0,1
ENSG00000133805.15_3,AMPD3,343,254,426,344
ENSG00000255823.4_3,MTRNR2L8,5,6,9,5
ENSG00000110315.6_2,RNF141,244,227,334,311
ENSG00000133800.8_3,LYVE1,3,8,10,9
ENSG00000072952.18_3,MRVI1,6,8,9,14
ENSG00000198730.7_3,CTR9,1247,1134,1096,1147
ENSG00000110321.16_4,EIF4G2,8883,7976,9644,9496
ENSG00000236287.7_3,ZBED5,357,308,549,487
ENSG00000110328.5_3,GALNT18,0,0,1,0
ENSG00000254598.2_3,CSNK2A3,145,181,200,150
ENSG00000268242.1,AC131935.1,0,0,0,0
ENSG00000170242.17_2,USP47,867,780,1037,1044
ENSG00000050165.17_2,DKK3,0,0,0,0
ENSG00000133816.13_3,MICAL2,1171,895,1316,1456
ENSG00000133808.4_3,MICALCL,23,25,22,46
ENSG00000197702.11_2,PARVA,0,0,0,0
ENSG00000187079.16_3,TEAD1,387,309,427,442
ENSG00000189431.7_2,RASSF10,0,0,0,0
ENSG00000133794.17_3,ARNTL,1,4,10,6
ENSG00000148925.10_3,BTBD10,128,119,145,136
ENSG00000152266.6_3,PTH,0,0,1,1
ENSG00000197601.12_3,FAR1,738,795,843,795
ENSG00000262655.3_2,SPON1,9,5,4,1
ENSG00000133818.13_3,RRAS2,342,335,332,339
ENSG00000129083.12_3,COPB1,913,884,1179,1260
ENSG00000256206.2_4,AC018523.2,0,0,0,0
ENSG00000129084.17_3,PSMA1,196,169,172,209
ENSG00000152270.8_2,PDE3B,320,298,330,339
ENSG00000186104.10_3,CYP2R1,162,111,120,156
ENSG00000175868.13_3,CALCB,0,0,0,0
ENSG00000110680.12_2,CALCA,0,0,0,0
ENSG00000188487.11_2,INSC,0,0,0,0
ENSG00000110693.17_3,SOX6,67,65,80,74
ENSG00000110696.9_3,C11orf58,1521,1403,1759,1709
ENSG00000166689.15_4,PLEKHA7,71,46,148,183
ENSG00000110700.6_3,RPS13,4937,4017,4842,4665
ENSG00000011405.13_3,PIK3C2A,334,327,518,499
ENSG00000070081.15_3,NUCB2,243,244,314,281
ENSG00000188211.8_2,NCR3LG1,1080,965,911,966
ENSG00000187486.5_2,KCNJ11,54,52,37,78
ENSG00000006071.12_3,ABCC8,0,0,0,0
ENSG00000006611.15_2,USH1C,0,0,0,0
ENSG00000188162.10_3,OTOG,0,0,0,0
ENSG00000129152.3_2,MYOD1,0,0,0,0
ENSG00000129159.7_2,KCNC1,2,3,1,0
ENSG00000129158.10_3,SERGEF,69,58,57,55
ENSG00000129167.9_3,TPH1,1,2,2,2
ENSG00000166788.9_4,SAAL1,364,289,386,341
ENSG00000179826.6_2,MRGPRX3,0,0,0,0
ENSG00000179817.5_2,MRGPRX4,0,0,0,1
ENSG00000148965.9_3,SAA4,0,0,0,0
ENSG00000255071.3_3,SAA2-SAA4,0,0,0,0
ENSG00000134339.8_3,SAA2,0,0,0,0
ENSG00000173432.10_2,SAA1,0,0,0,0
ENSG00000110756.17_2,HPS5,323,348,330,371
ENSG00000110768.11_2,GTF2H1,749,636,664,668
ENSG00000134333.13_3,LDHA,8100,6821,6238,5988
ENSG00000166796.11_3,LDHC,0,1,0,0
ENSG00000166800.9_2,LDHAL6A,2,3,5,3
ENSG00000074319.12_3,TSG101,479,422,548,584
ENSG00000151116.16_2,UEVLD,71,77,102,103
ENSG00000247595.4_3,SPTY2D1-AS1,88,92,84,82
ENSG00000179119.14_2,SPTY2D1,370,360,467,368
ENSG00000151117.8_2,TMEM86A,2,4,11,12
ENSG00000179057.13_2,IGSF22,1,0,0,1
ENSG00000110786.17_2,PTPN5,0,0,0,0
ENSG00000170255.7_2,MRGPRX1,0,0,0,0
ENSG00000183695.2_2,MRGPRX2,0,0,0,0
ENSG00000177054.13_2,ZDHHC13,125,103,166,186
ENSG00000129170.8_2,CSRP3,2,0,7,4
ENSG00000129173.12_2,E2F8,337,323,427,369
ENSG00000166833.19_4,NAV2,27,20,48,41
ENSG00000109851.6_2,DBX1,0,0,0,0
ENSG00000109854.13_2,HTATIP2,411,367,514,560
ENSG00000185238.12_2,PRMT3,604,543,660,638
ENSG00000165970.11_2,SLC6A5,0,0,0,0
ENSG00000165973.18_4,NELL1,0,0,0,0
ENSG00000171714.10_2,ANO5,83,58,84,78
ENSG00000091664.7_2,SLC17A6,0,0,0,0
ENSG00000183161.4_2,FANCF,206,136,171,160
ENSG00000229387.2,AC103801.2,38,39,44,50
ENSG00000148935.10_3,GAS2,0,3,5,1
ENSG00000198168.8_2,SVIP,457,409,592,535
ENSG00000255359.2_2,CCDC179,0,0,0,0
ENSG00000187398.11_4,LUZP2,0,0,0,0
ENSG00000134343.12_3,ANO3,23,19,27,30
ENSG00000169550.12_2,MUC15,76,61,102,95
ENSG00000148942.14_2,SLC5A12,11,3,9,8
ENSG00000176971.3_2,FIBIN,4,0,0,0
ENSG00000129151.8_3,BBOX1,0,1,0,0
ENSG00000109881.16_3,CCDC34,259,229,350,358
ENSG00000205213.13_2,LGR4,132,137,291,287
ENSG00000148943.11_2,LIN7C,255,226,335,359
ENSG00000176697.18_3,BDNF,1,0,0,1
ENSG00000121621.6_2,KIF18A,178,184,335,317
ENSG00000169519.20_3,METTL15,198,184,242,216
ENSG00000182255.6_2,KCNA4,0,0,0,0
ENSG00000131808.10_2,FSHB,0,0,0,0
ENSG00000152219.4_2,ARL14EP,184,187,233,200
ENSG00000066382.16_2,MPPED2,0,0,0,0
ENSG00000170959.14_4,DCDC1,1,1,0,0
ENSG00000170946.14_2,DNAJC24,134,118,158,155
ENSG00000148950.9_3,IMMP1L,201,156,184,203
ENSG00000109911.18_2,ELP4,250,205,239,285
ENSG00000007372.21_4,PAX6,53,55,103,77
ENSG00000049449.8_3,RCN1,90,65,82,92
ENSG00000184937.13_3,WT1,519,465,496,462
ENSG00000149100.12_3,EIF3M,2771,2466,3005,2981
ENSG00000186714.12_4,CCDC73,401,351,516,456
ENSG00000135378.3_2,PRRG4,0,0,0,0
ENSG00000060749.14_2,QSER1,832,747,792,753
ENSG00000121690.10_3,DEPDC7,80,66,75,56
ENSG00000176148.15_3,TCP11L1,189,176,245,191
ENSG00000176102.11_2,CSTF3,698,571,695,654
ENSG00000110422.11_3,HIPK3,296,274,260,282
ENSG00000110427.14_3,KIAA1549L,0,0,0,0
ENSG00000205177.6_3,C11orf91,0,0,0,0
ENSG00000085063.14_3,CD59,1119,952,1350,1316
ENSG00000110429.13_2,FBXO3,332,344,424,384
ENSG00000135363.11_2,LMO2,1360,1075,704,921
ENSG00000135387.20_3,CAPRIN1,4503,4064,4538,4615
ENSG00000135372.8_2,NAT10,2331,1762,1720,1874
ENSG00000166016.5_3,ABTB2,51,47,40,60
ENSG00000121691.4_2,CAT,1939,1621,2231,2119
ENSG00000135374.9_3,ELF5,0,0,0,1
ENSG00000135373.12_2,EHF,0,1,1,0
ENSG00000149089.12_2,APIP,425,377,347,379
ENSG00000110435.11_2,PDHX,573,525,523,538
ENSG00000269766.1,AL356215.1,0,0,0,0
ENSG00000026508.17_4,CD44,15,10,10,12
ENSG00000110436.11_3,SLC1A2,2,0,0,0
ENSG00000149090.11_3,PAMR1,0,0,0,0
ENSG00000179431.6_2,FJX1,65,38,23,19
ENSG00000166326.6_2,TRIM44,1929,1668,1919,2042
ENSG00000179241.12_3,LDLRAD3,217,194,146,180
ENSG00000110442.11_2,COMMD9,295,232,326,291
ENSG00000135362.13_3,PRR5L,6,5,4,2
ENSG00000175104.14_2,TRAF6,201,164,189,241
ENSG00000166349.9_2,RAG1,118,77,133,130
ENSG00000175097.7_3,RAG2,25,26,42,27
ENSG00000166352.15_4,C11orf74,40,30,50,47
ENSG00000148948.7_3,LRRC4C,0,0,0,0
ENSG00000166181.12_3,API5,1815,1659,1815,1752
ENSG00000052841.14_3,TTC17,597,538,711,732
ENSG00000149084.12_3,HSD17B12,169,144,221,228
ENSG00000166199.12_3,ALKBH3,151,134,152,159
ENSG00000187479.5_3,C11orf96,29,30,38,47
ENSG00000205126.2_2,ACCSL,0,0,0,0
ENSG00000110455.13_3,ACCS,214,195,229,268
ENSG00000151348.13_3,EXT2,606,441,564,557
ENSG00000052850.5_2,ALX4,2,5,6,6
ENSG00000085117.11_3,CD82,33,37,44,45
ENSG00000157570.11_2,TSPAN18,6,5,2,3
ENSG00000175274.18_4,TP53I11,24,14,7,17
ENSG00000019485.13_3,PRDM11,4,7,6,4
ENSG00000019505.7_2,SYT13,0,0,0,0
ENSG00000175264.7_2,CHST1,0,2,1,0
ENSG00000181830.8_3,SLC35C1,242,255,211,231
ENSG00000121671.11_2,CRY2,608,421,418,508
ENSG00000121653.11_2,MAPK8IP1,133,105,126,185
ENSG00000234776.4_2,C11orf94,3,9,2,5
ENSG00000121680.15_2,PEX16,316,257,272,249
ENSG00000165905.17_3,LARGE2,106,111,81,101
ENSG00000135365.15_3,PHF21A,291,225,313,353
ENSG00000157613.10_3,CREB3L1,109,74,118,88
ENSG00000149091.15_3,DGKZ,1483,1076,1083,1139
ENSG00000110492.15_4,MDK,2272,1686,2136,2279
ENSG00000180720.7_2,CHRM4,15,7,3,1
ENSG00000110497.14_3,AMBRA1,554,427,433,484
ENSG00000180423.4_3,HARBI1,223,134,178,203
ENSG00000175224.16_3,ATG13,918,755,872,972
ENSG00000175220.11_3,ARHGAP1,676,549,643,656
ENSG00000175213.2_2,ZNF408,258,179,211,197
ENSG00000180210.14_3,F2,0,0,0,0
ENSG00000175216.14_3,CKAP5,3688,2923,3948,4155
ENSG00000134569.9_2,LRP4,7,5,10,6
ENSG00000149179.13_2,C11orf49,181,162,236,204
ENSG00000149182.14_3,ARFGAP2,1665,1310,1483,1557
ENSG00000165912.15_3,PACSIN3,107,72,72,66
ENSG00000134574.11_2,DDB2,63,61,82,82
ENSG00000134575.9_2,ACP2,206,180,240,241
ENSG00000025434.18_3,NR1H3,130,115,107,142
ENSG00000110514.19_3,MADD,1254,1049,1161,1225
ENSG00000134571.10_2,MYBPC3,0,0,0,0
ENSG00000066336.11_2,SPI1,106,79,73,97
ENSG00000165915.13_2,SLC39A13,110,92,109,125
ENSG00000165916.8_3,PSMC3,2280,1866,2239,2276
ENSG00000165917.9_2,RAPSN,0,0,0,0
ENSG00000149187.18_4,CELF1,2359,1940,2147,2184
ENSG00000213619.9_3,NDUFS3,1054,864,1013,914
ENSG00000110536.13_3,PTPMT1,143,117,154,162
ENSG00000123444.13_3,KBTBD4,250,198,212,248
ENSG00000196666.4_2,FAM180B,0,0,1,0
ENSG00000172247.3_2,C1QTNF4,0,0,0,0
ENSG00000109919.9_2,MTCH2,1590,1242,1429,1444
ENSG00000165923.15_3,AGBL2,3,5,5,8
ENSG00000109920.12_3,FNBP4,867,800,921,909
ENSG00000030066.13_3,NUP160,1940,1700,1794,1764
ENSG00000149177.12_2,PTPRJ,107,84,76,72
ENSG00000175619.3_3,OR4B1,0,0,0,0
ENSG00000176567.1_2,OR4X1,0,0,0,0
ENSG00000176555.1_2,OR4S1,0,0,0,0
ENSG00000176547.9_3,OR4C3,0,0,0,0
ENSG00000176540.3_2,OR4C5,0,0,0,0
ENSG00000237388.2_2,OR4A47,0,0,0,0
ENSG00000182053.12_2,TRIM49B,0,0,0,0
ENSG00000214891.9_2,TRIM64C,0,0,0,0
ENSG00000086205.16_2,FOLH1,0,0,0,0
ENSG00000258817.1_2,OR4C13,0,0,0,0
ENSG00000221954.2_2,OR4C12,0,0,0,0
ENSG00000221840.4_3,OR4A5,0,0,0,0
ENSG00000185926.1_2,OR4C46,0,0,0,0
ENSG00000150244.11_3,TRIM48,0,0,0,0
ENSG00000181961.4_3,OR4A16,0,0,0,0
ENSG00000181958.4_3,OR4A15,0,0,0,0
ENSG00000181939.3_3,OR4C15,0,0,0,0
ENSG00000172188.5_3,OR4C11,0,0,0,0
ENSG00000181927.3_3,OR4P4,0,0,0,0
ENSG00000174982.3_3,OR4S2,0,0,0,0
ENSG00000181903.5_3,OR4C6,0,0,0,0
ENSG00000186113.1_2,OR5D14,0,0,0,0
ENSG00000186119.8_3,OR5D18,0,0,0,0
ENSG00000205030.1_2,OR5L2,0,0,0,0
ENSG00000205029.1_2,OR5D16,0,0,0,0
ENSG00000124900.12_2,TRIM51,0,0,0,0
ENSG00000187612.1_2,OR5W2,0,0,0,0
ENSG00000167825.3_2,OR5I1,0,0,0,0
ENSG00000174970.4_3,OR10AG1,0,0,0,0
ENSG00000149133.1_2,OR5F1,0,0,0,0
ENSG00000181785.2_3,OR5AS1,0,0,0,0
ENSG00000172154.10_4,OR8I2,0,0,0,0
ENSG00000181767.3_3,OR8H2,0,0,0,0
ENSG00000181761.5_2,OR8H3,0,0,0,0
ENSG00000167822.2_3,OR8J3,0,0,0,0
ENSG00000181752.3_2,OR8K5,0,0,0,0
ENSG00000174957.1_2,OR5J2,0,0,0,0
ENSG00000181718.6_3,OR5T2,0,0,0,0
ENSG00000172489.5,OR5T3,0,0,0,0
ENSG00000181698.4_3,OR5T1,0,0,0,0
ENSG00000181693.8_3,OR8H1,0,0,0,0
ENSG00000150261.4_3,OR8K1,0,0,0,0
ENSG00000172487.3,OR8J1,0,0,0,0
ENSG00000172199.1_2,OR8U1,0,0,0,0
ENSG00000284732.1_1,AP002512.4,0,0,0,0
ENSG00000150269.1_3,OR5M9,0,0,0,0
ENSG00000174937.4_3,OR5M3,0,0,0,0
ENSG00000181371.4_3,OR5M8,0,0,0,0
ENSG00000255223.4_3,OR5M11,0,0,0,0
ENSG00000254834.4_3,OR5M10,0,0,0,0
ENSG00000255012.2_3,OR5M1,0,0,0,0
ENSG00000172464.3_3,OR5AP2,0,0,0,0
ENSG00000174914.2_3,OR9G1,0,0,0,0
ENSG00000172457.6_3,OR9G4,0,0,0,0
ENSG00000181273.2_2,OR5AK2,0,0,0,0
ENSG00000183908.5_2,LRRC55,0,0,0,0
ENSG00000134817.10_2,APLNR,12,5,12,16
ENSG00000149115.13_2,TNKS1BP1,400,254,200,224
ENSG00000149136.8_2,SSRP1,4227,3418,4119,4036
